conv_id,emotion,situation,utterance
hit:9175_conv:18350,jealous,My friend is getting a new truck that I kind of wanted. Its making me feel envious,My friend is getting a new truck that I kind of wanted. Its making me feel envious
hit:9175_conv:18350,jealous,My friend is getting a new truck that I kind of wanted. Its making me feel envious,Right_comma_ sometimes I feel the same way when I feel like I should have something_comma_ but then I realize I would get bored from it after a while like everything
hit:5554_conv:11108,anticipating,Roller coasters are my favorite things in the world. Every winter_comma_ I miss them so much. By the time February rolls around_comma_ all I can think about is going back to the parks and riding all of them!,I love roller coasters_comma_ but I hate that my favorite amusement parks close during the winter. 
hit:5554_conv:11108,anticipating,Roller coasters are my favorite things in the world. Every winter_comma_ I miss them so much. By the time February rolls around_comma_ all I can think about is going back to the parks and riding all of them!,I hate that most parks close during the winter too. Do you have any indoor type amusement parks near you?
hit:1998_conv:3996,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,I witnessed a man rob an old woman walking across the street. Boils my friggin' blood!
hit:1998_conv:3996,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,Oh my God that's terrible!  So sad.  I'd be mad too.  What did you do?
hit:3685_conv:7371,caring,I love what I do because it's about both inspiring and empowering people to be their best and to excell at their jobs.,I love what I do because it's about both inspiring and empowering people to be their best and to excel at their jobs.
hit:3685_conv:7371,caring,I love what I do because it's about both inspiring and empowering people to be their best and to excell at their jobs.,It's awesome to have a job where you feel rewarded through what you do. What do you do?
hit:2840_conv:5681,angry,I was on an airplane last week_comma_ and someone's baby would not stop crying. I know it isn't right to be upset about such things_comma_ but it really bothered me.,I was on an airplane last week_comma_ and someone's baby would not stop crying. I know it isn't right to be upset about such things_comma_ but it really bothered me.
hit:2840_conv:5681,angry,I was on an airplane last week_comma_ and someone's baby would not stop crying. I know it isn't right to be upset about such things_comma_ but it really bothered me.,Dont worry_comma_ anyone would have felt the same way. If it makes you feel better remember that we were all babies once.
hit:1010_conv:2021,sentimental,I miss being a kid. Adulting is terrible,I miss being a kid.
hit:1010_conv:2021,sentimental,I miss being a kid. Adulting is terrible,I do too honestly_comma_ I used to play all these fun games with our neighbors late summer nights_comma_ it was amazing_comma_ but I took it for granted
hit:163_conv:327,guilty,I broke a vase at my mom's house and hid it. I still haven't told her about it.,I broke a vase at my mom's house last year_comma_ and ended up hiding the evidence. I still haven't told her_comma_ and I feel bad about it.
hit:163_conv:327,guilty,I broke a vase at my mom's house and hid it. I still haven't told her about it.,Oh man that's a bad situation. Was this vase of any sentimental value_comma_ or was it really expensive or what?
hit:12279_conv:24558,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,I decided to do some deep cleaning. I was going to get rid of some stuff and could not bring myself to throw it away
hit:12279_conv:24558,sentimental,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,I have a problem getting rid of things too. Sometimes you just have to throw it away_comma_ or donate it.
hit:5861_conv:11722,proud,My grandson just graduated high school. He was developmentally slow so we were amazed that he actaully graduated a year early!,I have a grandson who was born a bit slow. He just graduated high school this year. What was really amazing is that he graduated a year early!
hit:5861_conv:11722,proud,My grandson just graduated high school. He was developmentally slow so we were amazed that he actaully graduated a year early!,You must be so proud. That really is a great accomplishment that he has made. Is he going to college?
hit:5226_conv:10452,anticipating,I'm so ready for the weekend. I'm going camping. ,I've been working really hard this entire week. I'm ready for the weekend. I'm going on a camping trip!
hit:5226_conv:10452,anticipating,I'm so ready for the weekend. I'm going camping. ,That sounds exciting! The hard work will pay off. I've always wanted to camp. Have you done it before?
