conv_id,emotion,situation,utterance
hit:3988_conv:7976,surprised,I was shocked when my aunt made my graduation. She lived out of state,I was shocked in a good way when my aunt made my graduation. She lived out of state
hit:3988_conv:7976,surprised,I was shocked when my aunt made my graduation. She lived out of state,That's awesome! What a nice surprise. And congratulations on graduating. That's a big accomplishment. What did you graduate in? 
hit:8052_conv:16104,devastated,Someone close to me passed away recently in a freak car accident. He was young and doing great academically. It hurts so much.,A first cousin of mine who was on his way to obtaining his PHD was suddenly killed in a car accident caused by someone who was driving recklessly. It hurts my heart so deeply.
hit:8052_conv:16104,devastated,Someone close to me passed away recently in a freak car accident. He was young and doing great academically. It hurts so much.,im sorry to hear that_comma_ my child hood friend died in a car crash _comma_ and it hurt me for a really long time_comma_ i still have dreams about him through out the years
hit:6988_conv:13976,disappointed,I recently noticed how much weight I gained over the past year and I just feel like I really let myself down.,Over the past year_comma_ I gained a ton of weight and never realized until it was too late. I feel like I really let myself down. I always said I'd never let myself go.
hit:6988_conv:13976,disappointed,I recently noticed how much weight I gained over the past year and I just feel like I really let myself down.,Hey_comma_ It's never too late. Unless you can't exercise at all there is always a way to start. 
hit:6046_conv:12092,embarrassed,I totally forgot my brother's wife name the other night at dinner_comma_ I was pretty embarrassed. ,I totally forgot my brother's wife name the other night at dinner_comma_ I was pretty embarrassed.
hit:6046_conv:12092,embarrassed,I totally forgot my brother's wife name the other night at dinner_comma_ I was pretty embarrassed. ,Oh no! I'm really bad about that_comma_ too. Did you ask someone or try to play it off?
hit:897_conv:1794,faithful,Last week I saw this big pizza in the breakroom and I chose to stick to my diet.,Hello_comma_ last week I walked into a breakroom and I saw a big pizza laying there for anyone to grab up_comma_ however I chose not to take a slice and remain faithful to my diet.
hit:897_conv:1794,faithful,Last week I saw this big pizza in the breakroom and I chose to stick to my diet.,Oh man_comma_ good for you! I would have caved for sure. Pizza is my life
hit:733_conv:1467,guilty,I didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her I feel bat about it now.,Yesterday we went hiking to the mountain and I didn't tell a friend we were going even when I knew she likes to come with us.
hit:733_conv:1467,guilty,I didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her I feel bat about it now.,Oh wow. Did your friend do something to upset you or something like that? Or were you just wanting some alone time?
hit:8202_conv:16404,ashamed,I went to the store but couldn't afford the food that I wanted. I decided to go ahead and steal some things.,Hi_comma_ I couldn't get the food to feed my family_comma_ so I just stole some of the more expensive things from the store.
hit:8202_conv:16404,ashamed,I went to the store but couldn't afford the food that I wanted. I decided to go ahead and steal some things.,Oh no! I'm sorry to hear that you don't have enough money for food_comma_ but stealing isn't the answer! Maybe there's a local food bank you can contact.
hit:1720_conv:3440,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.
hit:1720_conv:3440,nostalgic,I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,These nostalgic emotions are unique and very pleasant to have. I sometimes rewind them in my mind just to escape from my anxiety
hit:8715_conv:17431,faithful,I was at a wedding reception with a bunch of old friends. My buddies wife_comma_ who had quite a bit to drink_comma_ was hitting on me when he left to get a drink. I told her to sober up and let my friend know he should probably take his wife home.,I went to a wedding recently_comma_ and something happened that put a damper on it. I felt bad for my buddy_comma_ but at least he knows he can trust me.
hit:8715_conv:17431,faithful,I was at a wedding reception with a bunch of old friends. My buddies wife_comma_ who had quite a bit to drink_comma_ was hitting on me when he left to get a drink. I told her to sober up and let my friend know he should probably take his wife home.,Oh no_comma_ it's awful something happens on that special day that should be full of joy and whatnot.
hit:11986_conv:23972,guilty,One day I was a bit short on cash so I didn't give a homeless man any money. I felt really bad_comma_ as I always try to give something to those that are in need.,There was a day that I was a bit short on cash on hand and I didn't give money to a homeless man. I usually always do_comma_ as I feel it's my part to help those in need_comma_ as I am blessed. I felt very bad that I didn't that day.
hit:11986_conv:23972,guilty,One day I was a bit short on cash so I didn't give a homeless man any money. I felt really bad_comma_ as I always try to give something to those that are in need.,I don't think you should feel too bad about missing one day!  It sounds like you're generous regularly.  I get it though.
