conv_id,emotion,situation,utterance
hit:5944_conv:11888,embarrassed,I was at a work dinner and I wanted to help open an expensive wine bottle. By mistake_comma_ it fell. I felt bad about it.,I was at a work dinner and I wanted to help open an expensive wine bottle. By mistake_comma_ it fell. I felt bad about it.
hit:5944_conv:11888,embarrassed,I was at a work dinner and I wanted to help open an expensive wine bottle. By mistake_comma_ it fell. I felt bad about it.,Mistakes happen! I am sure people aren't too upset. I have numb hands so I drop things all the time
hit:10650_conv:21301,terrified,Once during a snowstorm I had to go to the airport. My taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to tell me all about how he would kill a man.,Once during a snowstorm I had to go to the airport. My taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to tell me all about how he would kill a man
hit:10650_conv:21301,terrified,Once during a snowstorm I had to go to the airport. My taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to tell me all about how he would kill a man.,That sounds super scary_comma_ could he tell that your were scared or nervous? How did you escape that situation?
hit:11979_conv:23958,embarrassed,I was walking in an outdoor mall area last weekend and tripped in front of a bunch of people.  I didn't hurt anything_comma_ but I was definitely red in the face.,I was walking in an outdoor mall area last weekend and tripped in front of a bunch of people. I didn't hurt anything_comma_ but I was definitely red in the face.
hit:11979_conv:23958,embarrassed,I was walking in an outdoor mall area last weekend and tripped in front of a bunch of people.  I didn't hurt anything_comma_ but I was definitely red in the face.,Oh_comma_ it happens to the best of us. I have done the same a gazillion times! It doesn't get any better or funnier_comma_ lol.
hit:12321_conv:24642,trusting,My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her_comma_ so I can't force her to go. But I'm worried about her_comma_ as she's always avoided the doctor_comma_ and always been in poor health. Hope she does the right thing.,My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her_comma_ so I can't force her to go. But I'm worried about her_comma_ as she's always avoided the doctor_comma_ and always been in poor health. Hope she does the right thing
hit:12321_conv:24642,trusting,My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her_comma_ so I can't force her to go. But I'm worried about her_comma_ as she's always avoided the doctor_comma_ and always been in poor health. Hope she does the right thing.,I hope so_comma_ too. Heart conditions can be scary! Do you have anyone closer to her that could check in?
hit:11087_conv:22175,disgusted,One time I saw my dog try to eat my nephew's dirty diaper. It was really gross.,I saw my dog try to eat a dirty diaper one time
hit:11087_conv:22175,disgusted,One time I saw my dog try to eat my nephew's dirty diaper. It was really gross.,Oh_comma_ my dog did that_comma_ too! I don't know how they think it's a tasty morsel...so gross!!
hit:8902_conv:17805,sad,My mother is getting very old_comma_ and isn't in great health. I don't know if she has much longer to live.,My mother is getting very old. And she really isn't in great health these days...
hit:8902_conv:17805,sad,My mother is getting very old_comma_ and isn't in great health. I don't know if she has much longer to live.,That is unfortunate_comma_ my own mother was ill for several years_comma_ she is getting older as well. Do you get to see her often?
hit:3855_conv:7710,hopeful,I applied for a job one time where I was one of 4 people being considered for it and had to wait a week to find out if I got it.,I applied for a job one time where I was one of 4 people being considered for it and had to wait a week to find out if I got it.
hit:3855_conv:7710,hopeful,I applied for a job one time where I was one of 4 people being considered for it and had to wait a week to find out if I got it.,Oh boy!  That's always a nail biter waiting to hear back and it seems like they love to take the full amount of time before they let you know. Did you get it?!!
hit:10893_conv:21786,prepared,When i was studying for my math finals. Spent a couple days studying for it and felt confident when taking the tets.,Studied for my math finals for days_comma_ felt very confident on the day of the test.
hit:10893_conv:21786,prepared,When i was studying for my math finals. Spent a couple days studying for it and felt confident when taking the tets.,That's awesome! Yeah I definitely find the more I study_comma_ the better I do. Funny how that works! 
hit:2003_conv:4006,ashamed,I spilled my drink all over my lap right before having to go into work. Now it looks like I peed in my pants.,Right before going into work_comma_ I spilled my drink all over my pants. Looks like I peed!
hit:2003_conv:4006,ashamed,I spilled my drink all over my lap right before having to go into work. Now it looks like I peed in my pants.,Oh man I hate when that happens...did you dry it off or change to a new pair?
hit:11857_conv:23715,prepared,My first day of work begins on Monday and I feel like I am ready.,I will begin my first day of work on Monday and I think I'm ready for it.
hit:11857_conv:23715,prepared,My first day of work begins on Monday and I feel like I am ready.,that's good_comma_ the first week is always the hardest_comma_ but it get's easier and funnier as time goes by
