conv_id,emotion,situation,utterance
hit:5474_conv:10948,disgusted,I found a family of rats living underneath my balcony. We tried to scare them away but they almost attacked me.,I discovered a family of rats living under my balcony. They give me the creeps!
hit:5474_conv:10948,disgusted,I found a family of rats living underneath my balcony. We tried to scare them away but they almost attacked me.,Oh gosh! That's terrible. I stayed in a house with a rat problem for a while_comma_ it was not fun. What're you going to do about them?
hit:4175_conv:8351,ashamed,I am ashamed of myself for being lazy and not going to the gym_comma_ I am not sure why I struggle with it,I am ashamed of myself for being lazy and not going to the gym_comma_ I am not sure why I struggle with it
hit:4175_conv:8351,ashamed,I am ashamed of myself for being lazy and not going to the gym_comma_ I am not sure why I struggle with it,Same.. for me its because i work so much_comma_ and being a parent is so draining for me... i bought a new machine tho im going to start working out on friday. Try to find out whats causing it for you_comma_ and take 1 step to fix it you got this! 
hit:3232_conv:6464,disgusted,I have to deal with an entitled person lately and I can't stand it. I can't bare to be around that attitude you know?,I have to deal with an entitled person lately and I can't stand it. 
hit:3232_conv:6464,disgusted,I have to deal with an entitled person lately and I can't stand it. I can't bare to be around that attitude you know?,Oh no.  I have experienced that before and its not pleasant.  Its hard to be kind and careful with your speech and actions when you're near a snob.
hit:4343_conv:8686,caring,I love being able to be home for my kids ,I love being able to be home for my kids
hit:4343_conv:8686,caring,I love being able to be home for my kids ,That is wonderful!  How many kids do you have?  That's a tough job but so rewarding!
hit:8268_conv:16536,anxious,I have to go to jury duty later this week. I am pretty nervous about it,I have to go to jury duty later this week. I am real nervous about it
hit:8268_conv:16536,anxious,I have to go to jury duty later this week. I am pretty nervous about it,I bet you'll do great.  I would be nervous too.  Hopefully it won't be anything too serious and more cut and dry decision.  Have you gone before?
hit:10801_conv:21602,joyful,Am very happy to have the best family in the world," ""Am very happy to have the best family in the world""."
hit:10801_conv:21602,joyful,Am very happy to have the best family in the world,That's amazing_comma_ It's always nice to get on with your family! Have you always got on with them? 
hit:346_conv:693,proud,I was so proud of my 15 year old daughter. She was determined to work this summer_comma_ even with us telling her no one would hire her unless she was 16. She persevered and we were wrong -- she was hired at the first job she interviewed for!,I am definitely a proud parent of our 15 year old -- she was determined to work this summer_comma_ and even with us saying no one would hire her until 16 -- she found a job!
hit:346_conv:693,proud,I was so proud of my 15 year old daughter. She was determined to work this summer_comma_ even with us telling her no one would hire her unless she was 16. She persevered and we were wrong -- she was hired at the first job she interviewed for!,Well_comma_ that's impressive! I can see why you are proud. Sounds like a hard working young lady!
hit:10001_conv:20002,lonely,I went to the skating rink all by myself today because my friends ditched me. I was so sad.,I went to the skating rink all by myself today because my friends ditched me.
hit:10001_conv:20002,lonely,I went to the skating rink all by myself today because my friends ditched me. I was so sad.,That's disappointing. I'm glad that you didn't let that stop you_comma_ and that you still went out and had a good time!
hit:10489_conv:20979,content,The older I get_comma_ the more relaxed and just a simple happy and calm feeling I have. It is nice to just enjoy being alive.,The older I get_comma_ the more relaxed and just a simple happy and calm feeling I have. It is nice to just enjoy being alive.
hit:10489_conv:20979,content,The older I get_comma_ the more relaxed and just a simple happy and calm feeling I have. It is nice to just enjoy being alive.,I agree. The sound of birdsong_comma_ a gentle breeze on a summer's day_comma_ the purring of your tabby-cat. You can't beat that_comma_ can you?
hit:6741_conv:13482,lonely,My husband left for a week long business trip_comma_ and he took our dog with him!  I was all alone in the house.,My husband went away on a week long business trip_comma_ and took our dog with him
hit:6741_conv:13482,lonely,My husband left for a week long business trip_comma_ and he took our dog with him!  I was all alone in the house.,Ah_comma_ so are you feeling pretty lonely? That's interesting that he took the dog with him on a business trip_comma_ but who am I to judge! Could be viewed as kind of cool that he's that close with the dog.
