conv_id,emotion,situation,utterance
hit:8194_conv:16389,devastated,My mom_comma_ who's in her 60s_comma_ lost her best friend today_comma_ who passed away. She was one of the only friends my mother had_comma_ and I feel sad for her since she lost a connection to her childhood and past. She seems really lonely.,My mom_comma_ who's in her 60s_comma_ lost her best friend today_comma_ who passed away. She was one of the only friends my mother had_comma_ and I feel sad for her since she lost a connection to her childhood and past. She seems really lonely.
hit:8194_conv:16389,devastated,My mom_comma_ who's in her 60s_comma_ lost her best friend today_comma_ who passed away. She was one of the only friends my mother had_comma_ and I feel sad for her since she lost a connection to her childhood and past. She seems really lonely.,I'm so sorry to hear that. It's hard losing someone that dear to her. I hope she opens herself up to healing.
hit:9309_conv:18618,hopeful,I bought 10 tickets for a local lottery to win a new car. There are not many tickets sold_comma_ so I am really hoping that I will win!,I bought 10 tickets to win a new cars. I am hoping I'm lucky this time!
hit:9309_conv:18618,hopeful,I bought 10 tickets for a local lottery to win a new car. There are not many tickets sold_comma_ so I am really hoping that I will win!,That would be great! It would certainly save you from having to buy a new car for a while.
hit:7955_conv:15910,annoyed,I was stuck in traffic the other day.  This guy thought he was more important and flew past us in the emergency lane.,I'm not sure if you live in an area with much traffic_comma_ but here in Atlanta it's an every day thing.  I was just sitting on the interstate the other day due to a wreck in front of us and I'd been there already for around 30 minutes.
hit:7955_conv:15910,annoyed,I was stuck in traffic the other day.  This guy thought he was more important and flew past us in the emergency lane.,I take the bus so I don't have to deal with the traffic_comma_ but man that sounds like it would really stink
hit:7664_conv:15328,disappointed,I was hoping to go to this wonderful writing contest. I signed up and everything. Then circumstances changed and I had to cancel. I felt so bad that I wouldn't be able to go. ,I wanted to go to a writing conference. It is a huge and allows you to meet so many people. Unfortunately_comma_ something else came up and I had to cancel. I felt so bad that I wouldn't be able to go. 
hit:7664_conv:15328,disappointed,I was hoping to go to this wonderful writing contest. I signed up and everything. Then circumstances changed and I had to cancel. I felt so bad that I wouldn't be able to go. ,I am so sorry that you couldnt go as I can see this was so important to you.  Why did you have to cancel?  Must have been something important come up!
hit:11898_conv:23797,joyful,red dead redemption 2 is coming out which looks awesome,red dead redemption 2 is coming out which looks awesome
hit:11898_conv:23797,joyful,red dead redemption 2 is coming out which looks awesome,I can't wait either_comma_ I am looking forward to it as well.  Do you know when the release date is?
hit:9255_conv:18510,impressed,Many of my friends go to medical school_comma_ they will be very successful in the future,Many of my friends go to medical school_comma_ they will be very successful in the future
hit:9255_conv:18510,impressed,Many of my friends go to medical school_comma_ they will be very successful in the future,Well_comma_ they deserve it. Medical school is not easy and they spent unimaginable effort and hard work to finish it
hit:9120_conv:18241,surprised,I couldn't believe it when I walked outside and got pooped on by a bird. I went home and took a shower. Now I walk around with an umbrella.,I was walking down the street the other day and I felt something hit my head. I realized a bird had pooped on me! I was so shocked.
hit:9120_conv:18241,surprised,I couldn't believe it when I walked outside and got pooped on by a bird. I went home and took a shower. Now I walk around with an umbrella.,Now that is one of the most unfortunate things I've heard all week. How did you get it out of your hair? Eeww
hit:4683_conv:9367,annoyed,I was annoyed when family missed my birthday,I was annoyed when my family missed my birthday
hit:4683_conv:9367,annoyed,I was annoyed when family missed my birthday,I can understand that. I don't get nearly as many birthday wishes as I used to. I guess it happens as we get older.
hit:7911_conv:15822,disgusted,when i see vomit i almost want to vomit,when i see vomit i almost want to vomit _comma_ and in my job there are no janitors so the males on duty need to clean up the mess _comma_ and kids vomit in there at least once a week
hit:7911_conv:15822,disgusted,when i see vomit i almost want to vomit,Oh gross_comma_ you should bail quick if you see a kid getting sick_comma_ so that you won't be around to help clean it up.
hit:3672_conv:7345,content,I feel so relaxed and at peace when I meditate. ,I feel so relaxed and at peace when I meditate 
hit:3672_conv:7345,content,I feel so relaxed and at peace when I meditate. ,Who doesn't..  everyone should do it!  Have you ever had any mystic experiences while you did it?
