conv_id,emotion,situation,utterance
hit:11801_conv:23603,annoyed,My classmates at university are so gossip-y. They get so catty with one another_comma_ and spread rumors behind each other's backs. We're in a small major_comma_ so everyone knows everyone in this group of 50 students_comma_ and a lot of them dislike each other for no good reason.,My classmates at university are so gossip-y. They get so catty with one another_comma_ and spread rumors behind each other's backs. We're in a small major_comma_ so everyone knows everyone in this group of 50 students_comma_ and a lot of them dislike each other for no good reason
hit:11801_conv:23603,annoyed,My classmates at university are so gossip-y. They get so catty with one another_comma_ and spread rumors behind each other's backs. We're in a small major_comma_ so everyone knows everyone in this group of 50 students_comma_ and a lot of them dislike each other for no good reason.,I get that_comma_ I have had jobs like that_comma_ some people just thrive on drama_comma_ they do not enjoy anything more than that
hit:9645_conv:19290,sad,My dog has cancer. The surgery did not fix it so we have to put her down.,My dog has cancer.
hit:9645_conv:19290,sad,My dog has cancer. The surgery did not fix it so we have to put her down.,I am sorry to hear that.  Unfortunately a lot of dog breeds have a high risk of cancer.  Is it treatable?  
hit:5118_conv:10237,disappointed,it was disappointing when i didnt get the job i applied for ,it was disappointing when i didnt get the job i applied for 
hit:5118_conv:10237,disappointed,it was disappointing when i didnt get the job i applied for ,Oh I am sorry to hear that_comma_ but I am sure there might be an even better one out there for you.
hit:10232_conv:20465,content,"Last year my girlfriend asked me if I was ok with how life was turnig out for us. I stop and thought about how things use to be what we had hope for and how things are now_comma_ I looked at her smiled and replied I "" I am "".",My girlfriend is always worrying if I am as happy thought I would be after we decided to go from just good friends to be in a relationship with each other.  I always am honest and tell her the same thing.
hit:10232_conv:20465,content,"Last year my girlfriend asked me if I was ok with how life was turnig out for us. I stop and thought about how things use to be what we had hope for and how things are now_comma_ I looked at her smiled and replied I "" I am "".",Sounds like she has some underlying issues with trust. You may want to sort it all out before you get too involved.
hit:8123_conv:16246,hopeful,This weekend my friends and I are heading to the casino. I'm wanting to hit the jackpot and come home with more money than I started!,This weekend_comma_ my friends and I are heading out to the casino. I'm gonna try to bring home more money than I left with this time!
hit:8123_conv:16246,hopeful,This weekend my friends and I are heading to the casino. I'm wanting to hit the jackpot and come home with more money than I started!,That sounds like so much fun. I've actually never been to a casino but would love to.
hit:10663_conv:21327,jealous,My friend got a new job and I wish I had it too.,My friend got a new job and I wish I had it too.
hit:10663_conv:21327,jealous,My friend got a new job and I wish I had it too.,Good for you friend! I'm sure you'll find something soon. What field of work do you want to be in?
hit:1531_conv:3062,guilty,I took out the trash this morning. The trash bag ripped open and made a mess_comma_ I didn't clean it up. I felt so bad.,I took out the trash this morning. The trash bag ripped open and made a mess_comma_ I didn't clean it up. I felt so bad.
hit:1531_conv:3062,guilty,I took out the trash this morning. The trash bag ripped open and made a mess_comma_ I didn't clean it up. I felt so bad.,Jeeze_comma_ I thought that only happened to me. Doesn't it just suck? I don't blame you for not picking it up_comma_ I can imagine how gross it must've been
hit:2004_conv:4008,hopeful,My son enters kindergarten soon_comma_ I plan to get caught up on my scrapbooking! Years behind I am!,My son starts kindergarten next week_comma_ I am a stay at home mom. I want to get caught up on scrapbooking my pictures of him!
hit:2004_conv:4008,hopeful,My son enters kindergarten soon_comma_ I plan to get caught up on my scrapbooking! Years behind I am!,I bet you're both excited and nervous about it! I have two kids of my own and one will be starting in about a year while the other is going to fourth grade.
hit:5262_conv:10524,content,lifes going good right now,Lifes good right now got a good paying job _comma_ all bills getting payed_comma_ not late on anything plus money on the side to go out _comma_ i am just overall happy in life right now
hit:5262_conv:10524,content,lifes going good right now,Man_comma_ I'm jealous! I'm still a college student_comma_ barely paying rent! And nothing but student loans to look forward to. I probably should have taken your path in life. Not to say you haven't worked very hard for it_comma_ because I'm sure you have.
hit:9965_conv:19931,annoyed,One time my brother was playing music really loud while I was trying to study. It made it hard for me to focus,I was trying to study for a test one night and my brother was listening to loud music
hit:9965_conv:19931,annoyed,One time my brother was playing music really loud while I was trying to study. It made it hard for me to focus,Did you ask him to turn it down?  Or did you just go flip the circuit breaker to the house?
