conv_id,emotion,situation,utterance
hit:1276_conv:2552,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out
hit:1276_conv:2552,terrified,just heard a thump upstairs in a house I'm house sitting all alone at. Really don't want to go check it out..,Don't go check it out. That never turns out well in horror movies. Bring a gun then or another person.
hit:10302_conv:20604,hopeful,moving forward from a dark situation,The past few months have been terribly rough_comma_ but I think I can say that they have made me stronger.
hit:10302_conv:20604,hopeful,moving forward from a dark situation,Oh no_comma_ I am sorry that you have been having a rough time_comma_ but I am glad to hear that you have grown from your experiances.
hit:10251_conv:20503,caring,looking after my cats,i believe i am a really caring person_comma_ because i always take care of cats and feed them and lately they are more and more close to me
hit:10251_conv:20503,caring,looking after my cats,That is so kind of you_comma_ I also a have a soft heart for animals.  I happen to be a dog person_comma_ but I do have a cat that was my ex boyfriends.  
hit:9970_conv:19940,disgusted,My roommate hasn't washed the dishes in weeks. I am so grossed out.,My roommate hasn't washed his dishes in weeks. I am so horrified of the smell when I go into the dang kitchen.
hit:9970_conv:19940,disgusted,My roommate hasn't washed the dishes in weeks. I am so grossed out.,You should definitely change roommates. I had been through such experience and know how more difficulty he can bring. Stay away from irresponsible people
hit:351_conv:703,joyful,When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!,Back in the 2014 World Cup I was super excited when Argentina won against the Netherlands in the semi-final. It was crazy!
hit:351_conv:703,joyful,When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!,So I take it you are a soccer fan?  It seems America is finally getting into the sport.  Do you play yourself?
hit:1733_conv:3467,trusting,We dont have a fence but I know my dog will stay in the yard,We dont have a fence but I know my dog will stay in the yard
hit:1733_conv:3467,trusting,We dont have a fence but I know my dog will stay in the yard,I wouldn't be so sure of that. Even the best trained dogs can run when given a reason.
hit:8007_conv:16015,sentimental,I was looking at some of the old photos I have of my grandpa. He passed away_comma_ so I've been reminiscing over him.,My grandfather passed away over a year ago_comma_ and I was looking at some of the older photos I have of him and I as a kid.
hit:8007_conv:16015,sentimental,I was looking at some of the old photos I have of my grandpa. He passed away_comma_ so I've been reminiscing over him.,I'm so sorry. I know that must be very difficult for you. It's nice that you have pictures to look at and remember old times together.
hit:12273_conv:24546,jealous,My husband ordered pizza tonight at work.,My husband has to work all night. He ordered pizza. I am kind of wishing I had some pizza right now.
hit:12273_conv:24546,jealous,My husband ordered pizza tonight at work.,Mmm_comma_ pizza sounds good. What's keeping you from ordering pizza yourself? Why let him have all the fun?
hit:5141_conv:10283,ashamed,I'm ashamed to be 28 and still really into gaming and watching other people play games.,I'm ashamed to be 28 and still really into gaming.
hit:5141_conv:10283,ashamed,I'm ashamed to be 28 and still really into gaming and watching other people play games.,Nothing to be ashamed about.  There are lots of people much older that are still into gaming.  If you're really good you could actually make money on it!
hit:2721_conv:5443,annoyed,In the airplane_comma_ last week_comma_ I was borred by someone knocking repeatedly and aggressively on the toilet door.,In the airplane_comma_ last week_comma_ I was borred by someone knocking repeatedly and aggressively on the toilet door.
hit:2721_conv:5443,annoyed,In the airplane_comma_ last week_comma_ I was borred by someone knocking repeatedly and aggressively on the toilet door.,what...? you were in the toilet? and they were trying to get in? whut? i am so confused_comma_ why would they do that?
