conv_id,emotion,situation,utterance
hit:2425_conv:4851,embarrassed,I ran a red light yesterday and got stopped by the cops. It was very traumatizing.,I ran a red light yesterday because I didn't think anyone was out on the road at 2AM. But a cop managed to nail me.
hit:2425_conv:4851,embarrassed,I ran a red light yesterday and got stopped by the cops. It was very traumatizing.,oh man_comma_ i'm glad you didn't get into an accident though. please be careful next time. did he give you a ticket?
hit:3886_conv:7773,excited,I'm going to meet my long distance girlfriend next weekend!,I'm going to meet my long distance girlfriend next weekend!
hit:3886_conv:7773,excited,I'm going to meet my long distance girlfriend next weekend!,That's so cool!  DO you get to see her often?  Have you ever gotten to see her in person before or did you meet online?
hit:4103_conv:8207,embarrassed,I walked around my office with my dress shoved in my underwear!,I can't believe I'm even sharing this with anyone because I want to forget it but earlier I was walking around the office with my dress shoved in my underwear!
hit:4103_conv:8207,embarrassed,I walked around my office with my dress shoved in my underwear!,Oh man! I've been there. That is hard. I hope it wasn't too long!
hit:4099_conv:8199,grateful,I am feeling happy I have money saved up. I almost never have had a time in life where I have been able to save any money.,I am feeling happy I have money saved up.
hit:4099_conv:8199,grateful,I am feeling happy I have money saved up. I almost never have had a time in life where I have been able to save any money.,that's great! Sometimes it's kind of hard to save up money but it's good to have something saved up when things get bad
hit:2010_conv:4020,guilty,i promised my wife that i will stop drinking but it seems hard to stop_comma_ i feel guilty,i promised my wife that i will stop drinking but it seems hard to stop_comma_ i feel so bad
hit:2010_conv:4020,guilty,i promised my wife that i will stop drinking but it seems hard to stop_comma_ i feel guilty,Maybe you could try AA meetings or suggest to your wife that she can go to Al Anon meetings. It's a good first start.
hit:1593_conv:3187,jealous,My friend recently renovated her house and I was envious because I've been dreaming about doing mine.,My friend recently renovated her kitchen and I was so envious because I've been dreaming about remodeling my own for years.
hit:1593_conv:3187,jealous,My friend recently renovated her house and I was envious because I've been dreaming about doing mine.,I'm sure you'll be able to do yours soon.  And maybe you can get some good ideas from hers!
hit:7813_conv:15626,afraid,I wanna sell my phone but i'm scared to meet people from craigslist,i wanna sell my phone so i posted ad on craigslist. i have 3 potential buyers but i'm so scared to meet them . you never know what people intentions are
hit:7813_conv:15626,afraid,I wanna sell my phone but i'm scared to meet people from craigslist,Have you ever sold on Craigslist before? I always have the people meet me in the Walmart parking lot during the day. I have sold hundreds of things and have never had an issue like that. 
hit:5133_conv:10267,angry,I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. He knows how to fix things and has such talents but doesn't use them here.,I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. 
hit:5133_conv:10267,angry,I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. He knows how to fix things and has such talents but doesn't use them here.,Oh no no no no no! Thats no man! If you aren't going to fix it then earn money to hire someone who will!
hit:6838_conv:13677,hopeful,My new semester starts in a week and I'm crossing my fingers it will be a good one.,My new semester is starting up next week and I am crossing my fingers it will be a good one.
hit:6838_conv:13677,hopeful,My new semester starts in a week and I'm crossing my fingers it will be a good one.,If you go into it with a good attitude_comma_ I'm sure at the very least it won't be bad. What kind of classes will you be taking?
hit:11464_conv:22928,content,I feel very satisfied with life right now. My friends and family are healthy_comma_ and I am doing good in my classes,I feel very satisfied with life right now. My friends and family are healthy_comma_ and I am doing good in my classes
hit:11464_conv:22928,content,I feel very satisfied with life right now. My friends and family are healthy_comma_ and I am doing good in my classes,Being happy where your life is has got to be one of the best feelings. I'm happy for you!
