conv_id,emotion,situation,utterance
hit:427_conv:855,ashamed,I slipped on a puddle and landed on my back in the middle of the mall once. All I could do is pretend that I was hurt to avoid embarrassment..,I slipped on a puddle in the mall once. I was so embarrassed that I pretended I was hurt badly.
hit:427_conv:855,ashamed,I slipped on a puddle and landed on my back in the middle of the mall once. All I could do is pretend that I was hurt to avoid embarrassment..,I know the feeling. Once I fell in high school from a puddle and laughed it off even though I was hurt_comma_
hit:5928_conv:11857,surprised,"My friend showed me a text this guy sent her that shes been talking to. They were talking about where they live in comparison to eachother. The text said ""Yeah_comma_ and your fat"" and I thought wow how rude! But after that he corrected the auto correct saying he meant to say ""Yeah_comma_ and your far."" ","My friend showed me a text this guy sent her that shes been talking to. They were talking about where they live in comparison to eachother. The text said ""Yeah_comma_ and your fat"" and I thought wow how rude! But after that he corrected the auto correct saying he meant to say ""Yeah_comma_ and your far. He must have felt so bad lol"
hit:5928_conv:11857,surprised,"My friend showed me a text this guy sent her that shes been talking to. They were talking about where they live in comparison to eachother. The text said ""Yeah_comma_ and your fat"" and I thought wow how rude! But after that he corrected the auto correct saying he meant to say ""Yeah_comma_ and your far."" ",Omg I was about to say that is so mean and rude and I would be so embarrassed but I know it was a honest mistake I dislike the auto correct. 
hit:11238_conv:22477,guilty,I snuck some candy out of my daughter's snack stash.,I snuck some candy out of my daughter's snack stash. I feel bad because I had been trying to diet.
hit:11238_conv:22477,guilty,I snuck some candy out of my daughter's snack stash.,I understand that feeling. I've had trouble letting go of those kind of cravings too. Has your diet been going well otherwise?
hit:9342_conv:18685,terrified,A storm came through earlier and lightning struck very close by and the power went out! I was worried as sometimes the power can go out for days but luckily it came back on an hour later this time.,A storm came through earlier and lightning struck very close by and the power went out! I was worried as sometimes the power can go out for days but luckily it came back on an hour later this time.
hit:9342_conv:18685,terrified,A storm came through earlier and lightning struck very close by and the power went out! I was worried as sometimes the power can go out for days but luckily it came back on an hour later this time.,I hate those kind of storms for good reasons.  We have lightning storms all the time in Georgia.  The power is more than likely to go out.
hit:715_conv:1430,prepared,I have been studying very hard for my MongoDB exams I'm ready to go take the exams,Wish me luck!
hit:715_conv:1430,prepared,I have been studying very hard for my MongoDB exams I'm ready to go take the exams,Hello my friend! I will gladly wish you all the luck in the world_comma_ if you would only tell me what I am wishing it for!
hit:12404_conv:24809,hopeful,My daughter has been sick_comma_ but it looks like she is finally getting better. She had a bad bacterial infection from daycare.,My daughter has been sick for months but she is finally starting to get better!
hit:12404_conv:24809,hopeful,My daughter has been sick_comma_ but it looks like she is finally getting better. She had a bad bacterial infection from daycare.,Glad to hear it. I hate hearing about children having tragic childhoods and not being able to just simply be a kid. But at least she'll have a good perspective and appreciate life more.
hit:1676_conv:3353,grateful,My supervisor praised my work on the project in front of others in our weekly meeting,I felt very special and appreciated when my supervisor praised my work in front of other team members during our weekly meeting
hit:1676_conv:3353,grateful,My supervisor praised my work on the project in front of others in our weekly meeting,I bet that was a nice surprise! That's pretty cool. What was it for_comma_ if you don't mind me asking?
hit:3812_conv:7624,sad,my doggie recently passed away.,my doggie recently passed away
hit:3812_conv:7624,sad,my doggie recently passed away.,I'm so sorry to hear that! Hopefully he or she wasn't in too much pain at the end.
hit:6676_conv:13353,surprised,I was surprised to see my son mow the lawn with out even me asking him to.  He's learning.,I was surprised to see my son mow the lawn with out even me asking him to.
hit:6676_conv:13353,surprised,I was surprised to see my son mow the lawn with out even me asking him to.  He's learning.,Haha_comma_ right on. It's nice when they become a little more self-aware and develop parts of the brain that help them realize it's not all about them_comma_ and that it's good to be selfless.
hit:732_conv:1464,excited,You have to be happy in order to live long,You need to be happy for you to live longer
hit:732_conv:1464,excited,You have to be happy in order to live long,of course_comma_ like they say happiness is contagious_comma_ if you are happy everything around you stays happy and it will be hard to die young
