conv_id,emotion,situation,utterance
hit:9973_conv:19947,disappointed,We were supposed to go out of town for labor day.  But we had to cancel_comma_ our daughter needs surgery on her ankle.  She fell off her horse.,We were supposed to go out of town for labor day but we had to cancel.
hit:9973_conv:19947,disappointed,We were supposed to go out of town for labor day.  But we had to cancel_comma_ our daughter needs surgery on her ankle.  She fell off her horse.,That really sucks. Is it because your mom was in the hospital? I am a psychic_comma_ so I tend to know these things.
hit:8921_conv:17842,disgusted,I stepped in some dog poop while taking a walk the other day_comma_ ugh.,I stepped in some dog poop while taking a walk the other day_comma_ ugh.
hit:8921_conv:17842,disgusted,I stepped in some dog poop while taking a walk the other day_comma_ ugh.,"Ewww. I hate it when dog owners don't pick up after their pets. We always carried a poop bag with us for when our pooch ""went""."
hit:10775_conv:21551,ashamed,I got fired from my job once. I had to ask my parents for help paying rent that month. It was a humiliating and shaming experience.,I lost my job and had to ask my parents for money. I was so ashamed to ask for help.
hit:10775_conv:21551,ashamed,I got fired from my job once. I had to ask my parents for help paying rent that month. It was a humiliating and shaming experience.,i'm pretty sure they were more than happy to help you because they are your parents in the end.
hit:1659_conv:3319,hopeful,I am wishing the Yankees will win the World Series.,I am wishing the Yankees will win the World Series.
hit:1659_conv:3319,hopeful,I am wishing the Yankees will win the World Series.,Yankees fan_comma_ huh? I should pit you against my brother. He loves the Red Sox. I bet you guys would argue for a while.
hit:3737_conv:7474,prepared,I built a bunker in my yard in case we get a bad tornado. I have enough food to last a year!,I have a bunker in my back yard with a ton of food in case of a natural disaster.
hit:3737_conv:7474,prepared,I built a bunker in my yard in case we get a bad tornado. I have enough food to last a year!,That sounds delightful. I have a tornado approaching now and would like it if you lived near me.
hit:8006_conv:16012,embarrassed,I felt like such a tool when I realized that the shirt I was wearing was inside-out. I bet so many people noticed and laughed at me.,I felt so dumb when I realized the shirt I was wearing was inside-out. I bet so many people noticed.
hit:8006_conv:16012,embarrassed,I felt like such a tool when I realized that the shirt I was wearing was inside-out. I bet so many people noticed and laughed at me.,Oh man that had to be embarrassing.  I know how you feel though b/c I once went to work with two different shoes on
hit:9412_conv:18824,annoyed,My manager is wasting my time with stuff that is not related with work. I can not make progress in my work.,My manager is wasting my time with stuff that is not related with work. I can not make progress in my work.
hit:9412_conv:18824,annoyed,My manager is wasting my time with stuff that is not related with work. I can not make progress in my work.,I just cannot understand why people won't do their job properly_comma_ I had to cut my lunch break in order to do more work
hit:720_conv:1441,lonely,I got heartbroken when my girlfriend left me and now I am so lonely,Loneliness is very bad_comma_ I miss my partner
hit:720_conv:1441,lonely,I got heartbroken when my girlfriend left me and now I am so lonely,I understand. I have been lonely most of my life. But_comma_ it gives it back and it makes up the loneliness part. 
hit:3810_conv:7621,sad,My dog died this past December and I've had a really hard time getting over it. She was our family pet. ,My dog died this past December and I've had a really hard time getting over it. She was our family pet.
hit:3810_conv:7621,sad,My dog died this past December and I've had a really hard time getting over it. She was our family pet. ,I am so sorry to hear that. I have been devastated by the loss of pets in the past_comma_ so I can understand what you're going through. I'm sure she was very loved and had a great life with you and your family.
hit:3848_conv:7696,embarrassed,I left my phone at my friend's place. It's unlocked_comma_ and I hope she doesn't go through it.,I left my phone at my friend's place. It's unlocked_comma_ and I hope she doesn't go through it.
hit:3848_conv:7696,embarrassed,I left my phone at my friend's place. It's unlocked_comma_ and I hope she doesn't go through it.,Oh no! Hopefully it's a friend you trust and she won't embarrass you if she ends up going through it and finding something bad.
