conv_id,emotion,situation,utterance
hit:9982_conv:19964,surprised,My girlfriend got me a new puppy today. I was so shocked and happy!,My girlfriend got me a new puppy today!
hit:9982_conv:19964,surprised,My girlfriend got me a new puppy today. I was so shocked and happy!,That is amazing. What a lovely and caring partner you have. You must be a happy person. Was it for any special occasion or just a surprise gift?
hit:1524_conv:3049,sad,I get very depressed seeing roadkill when driving. Such a sad way to go.,I get very depressed seeing roadkill when driving. Such a sad way to go.
hit:1524_conv:3049,sad,I get very depressed seeing roadkill when driving. Such a sad way to go.,Have you seen any recently? It is really sad_comma_ what gets me the most is hearing about black bears being hit.
hit:503_conv:1007,surprised,I knew my birthday was coming up but was shocked to find all my friends in the bar at the same time!,I am very lucky_comma_ my friends are so great. What's the best birthday you have had?
hit:503_conv:1007,surprised,I knew my birthday was coming up but was shocked to find all my friends in the bar at the same time!,Probably one where I got a limo with all my friends and went to this restaurant_comma_ it was great. What about yours_comma_ what makes your friends so great too?
hit:2091_conv:4182,grateful,My son's preschool was so awesome! I could always count on them to watch him extra when I needed it.,My son went to the best preschool. When I needed him to stay late_comma_ they always had space for him. 
hit:2091_conv:4182,grateful,My son's preschool was so awesome! I could always count on them to watch him extra when I needed it.,That's good to hear that you care for your son so much. I am sure he will be quite an intelligent child going to the best of the best.
hit:7017_conv:14035,angry,"I bought a watch on eBay that claimed to be a ""9/10 cosmetic condition""_comma_ but when I got it I noticed a huge crack in the watch face!","I bought a watch from eBay that said ""9/10 cosmetic"" condition_comma_ yet when I took it out of the box_comma_ there was a huge crack on the watch face! Does that really count as 9/10?!"
hit:7017_conv:14035,angry,"I bought a watch on eBay that claimed to be a ""9/10 cosmetic condition""_comma_ but when I got it I noticed a huge crack in the watch face!",hell no it does not _comma_ these people out here stealing that is exactly why im afraid of buying from e bay _comma_ a lot of bad reviews 
hit:2027_conv:4055,faithful,The more problems I have to more I faith_comma_ and faithful I become. I am stronger in my faith when bad things happen in my life and around me.,The more problems I have to deal with_comma_ the more faith_comma_ and faithful I become. I am stronger in my faith when bad things happen in my life and around me.
hit:2027_conv:4055,faithful,The more problems I have to more I faith_comma_ and faithful I become. I am stronger in my faith when bad things happen in my life and around me.,I'm glad to hear you have something you can lean on in hard times. I'm personally an Atheist but I can respect someone with faith.
hit:8634_conv:17269,terrified,I was coming home from work and there was a lizard by my door. It moved and that was all she wrote. I am scared to death of crawling creatures.,I was coming home from work and there was a lizard by my door. It moved and that was all she wrote. I am scared to death of crawling creatures.
hit:8634_conv:17269,terrified,I was coming home from work and there was a lizard by my door. It moved and that was all she wrote. I am scared to death of crawling creatures.,Oh my god! I have the heebiejeebies just thinking about it! Did it attack you?!?!
hit:3979_conv:7958,guilty,I canceled on my friend tonight and felt bad. I was just tired,I had to cancel on my friend tonight. I felt bad when I did too
hit:3979_conv:7958,guilty,I canceled on my friend tonight and felt bad. I was just tired,That happens sometimes. Sometimes life just gets in the way. Heck_comma_ sometimes you just decide you can't physically do a night out_comma_ and that's okay_comma_ too. I'm sure they'd understand no matter what. Maybe you can make it up to them somehow.
hit:10632_conv:21265,embarrassed,Recently my dog got out of the yard and ran to the neighbors and ran all around their house upsetting their dogs! It was quite annoying but eventually he came to me after I called to him for a bit.,Recently my dog got out of the yard and ran to the neighbors and ran all around their house upsetting their dogs! It was quite annoying but eventually he came to me after I called to him for a bit.
hit:10632_conv:21265,embarrassed,Recently my dog got out of the yard and ran to the neighbors and ran all around their house upsetting their dogs! It was quite annoying but eventually he came to me after I called to him for a bit.,Oh man_comma_ I hate it when my dog starts barking at the neighbor dogs too. I'd be so mad at him for getting out though.
hit:105_conv:210,joyful,I was joyful when my son was born.,I was so happy when my son was born.
hit:105_conv:210,joyful,I was joyful when my son was born.,awww. don't tell anyone but my son is my favorite child. I have two girls also.
