conv_id,emotion,situation,utterance
hit:5567_conv:11134,guilty,I'm on a diet but I ate burger king for lunch I feel so  ashamed I cheated.,I suppose to be on a committed diet but I kind of cheated today.
hit:5567_conv:11134,guilty,I'm on a diet but I ate burger king for lunch I feel so  ashamed I cheated.,Well_comma_ I can understand that. It's very hard to be on a very strict diet_comma_ without a break here and now!
hit:2054_conv:4108,excited,I am going out of town to the casino this weekend and can not wait for a little fun,So I am headed out of town this weekend.  Going to try my luck at the casino!  I cannot wait
hit:2054_conv:4108,excited,I am going out of town to the casino this weekend and can not wait for a little fun,I love going to the casino! My favorite game of all time is blackjack. What are you thinking about playing?
hit:11866_conv:23733,disappointed,I tried to buy a newspaper this morning but it was sold out. I am so upset I couldn't get one.,I tried to buy a newspaper this morning but it was sold out.
hit:11866_conv:23733,disappointed,I tried to buy a newspaper this morning but it was sold out. I am so upset I couldn't get one.,buying newspaper? 21st century? sold out? whatt that's a first for me_comma_ here they practically give it away for free and we still have many more left_comma_ maybe you can use your phone or tablet to view it? 
hit:3230_conv:6461,disappointed,I can't believe I am still going to court. My ex is the worst.,I am still goin to court for child support.
hit:3230_conv:6461,disappointed,I can't believe I am still going to court. My ex is the worst.,That must be incredibly annoying to have to deal with. To constantly have to battle for what you feel is justified support_comma_ and to always be worrying about it in the back of your head. You have to be really resilient to go through that.
hit:2714_conv:5429,excited,I just ordered a really cool tablet yesterday! i cant wait for it to arrive,I ordered a surface pro yesterday! its gonna be so cool to play around with when it arrives
hit:2714_conv:5429,excited,I just ordered a really cool tablet yesterday! i cant wait for it to arrive,That's cool. I've always been a Mac kind of girl_comma_ but I would look into a Surface is I was in the market for a new computer.
hit:3098_conv:6197,sentimental,I inherited my grandfather's rifle. ,I inherited my grandfather's rifle.
hit:3098_conv:6197,sentimental,I inherited my grandfather's rifle. ,That is awesome!  I would love to get something like that from a relative!  Does it have any sentimental value?
hit:12258_conv:24516,lonely,Sometimes I feel like I'm alone for no reason,I've been processing what being lonely feels like_comma_ because I want to be able to have fun by myself sometimes
hit:12258_conv:24516,lonely,Sometimes I feel like I'm alone for no reason,I think that's a good idea so you aren't always dependent on others to have fun and just enjoy time to yourself.
hit:1273_conv:2546,prepared,I'm having a party this weekend_comma_ I went out and got the food ahead of time.,I'm having a party this weekend and I already got my grocery shopping done for it! I refuse to be last minute like last time.
hit:1273_conv:2546,prepared,I'm having a party this weekend_comma_ I went out and got the food ahead of time.,I have a friend who plans ahead like that.  I'm a last minute gal.  I think you will be less stressed by planning ahead.
hit:416_conv:832,sentimental,I was looking through some of my sons old toys_comma_ and I felt sentimental and couldn't give them away,Don't you hate when you have to give stuff away and then can't? Well_comma_ that happened to me recently. I was going to give away some of my son's old toys_comma_ but started looking at then and realized that I need to keep them for no other reason than that I was being sentimental 
hit:416_conv:832,sentimental,I was looking through some of my sons old toys_comma_ and I felt sentimental and couldn't give them away,That's too funny. You know_comma_ I'm the exact same way.. I get so nostalgic with my old things. Can never throw them away!
hit:3785_conv:7571,nostalgic,Toys in McDonald's happy meals.,When I was a kid_comma_ I remember telling my mom to take me to McDonald's_comma_ just so I could get the toy in my Happy Meal. I didn't even care about the food.
hit:3785_conv:7571,nostalgic,Toys in McDonald's happy meals.,Ha_comma_ I used to do that too. But I was almost always disappointed by the toy once I actually got it.
