conv_id,emotion,situation,utterance
hit:8854_conv:17709,anticipating,I'm making guacamole for the first time.,I'm making guacamole for the first time.
hit:8854_conv:17709,anticipating,I'm making guacamole for the first time.,Did someone give you a recipe or did you google it? Keep tasting it until you get what you want! 
hit:11185_conv:22370,terrified,when I was little and moved into a new home I saw lights moving around in my closet one night when I went to bed. I thought it was my brother messing with but no one was around.,Have you ever think you've seen a ghost?
hit:11185_conv:22370,terrified,when I was little and moved into a new home I saw lights moving around in my closet one night when I went to bed. I thought it was my brother messing with but no one was around.,I have seen things I can't explain. I didn't stick around to ask_comma_ I ran. But afterwards I was thinking it was a ghost. 
hit:10146_conv:20293,nostalgic,I was looking through an old family album and I realized_comma_ I really had a good childhood. I miss my family.,I was looking through my old family album and realized I had a really good childhood.
hit:10146_conv:20293,nostalgic,I was looking through an old family album and I realized_comma_ I really had a good childhood. I miss my family.,Sometimes when you are looking back at a situation you get a whole new perspective now that you're away from it. I'm happy that you have that realization.
hit:10550_conv:21100,content,I really enjoy going out and skating with my kids in the evening. Its the most fun part of my day.,I try to skateboard with my kids everyday. They love it_comma_ and it makes me feel young again.
hit:10550_conv:21100,content,I really enjoy going out and skating with my kids in the evening. Its the most fun part of my day.,Wow_comma_ very cool. The last time i tried to skateboard i almost broke my tailbone. props to you though!
hit:1600_conv:3201,anticipating,I am hopeful about moving out of this town.,I am very hopeful and excited about moving away from a very rough city and moving to a farm.
hit:1600_conv:3201,anticipating,I am hopeful about moving out of this town.,Yes!!! I hate the city and prefer the rural areas. Are you going to get farm animals?
hit:549_conv:1099,proud,I am so proud of my son.  He just graduated college last month!,I am so proud of my son. He just graduated college last month!
hit:549_conv:1099,proud,I am so proud of my son.  He just graduated college last month!,That is outstanding news. You must be a great parent to raise a son who got through college.
hit:4325_conv:8650,confident,I've decided to ask the girl of my dreams to marry me.  I'm sure she will say yes.,I've decided to ask the girl of my dreams to marry me.  I'm sure she will say yes.
hit:4325_conv:8650,confident,I've decided to ask the girl of my dreams to marry me.  I'm sure she will say yes.,That's great! Congratulations! That's exciting_comma_ and I'm sure if you're confident she will_comma_ then she will!
hit:5463_conv:10927,ashamed,I'm saving up for a new car but I drive a pretty old and ugly truck around at the moment.,I'm saving up for a new vehicle so I've been driving around an old ugly green truck in the mean time. It's a bit embarrassing being seen in it.
hit:5463_conv:10927,ashamed,I'm saving up for a new car but I drive a pretty old and ugly truck around at the moment.,As long as it takes you from A to B and safe to drive that's all that matters:) I used to have 1995 camry and it looked old and beat up but it was the best car i've had
hit:1388_conv:2776,annoyed,My job can annoy me sometimes_comma_ people always have issues,My job can annoy me sometimes_comma_ people always have issues
hit:1388_conv:2776,annoyed,My job can annoy me sometimes_comma_ people always have issues,That's always a bad thing about having to work with others.  What kind of issues do they have?
hit:4882_conv:9764,nostalgic,We went to our county fair last night and it was very old fashioned.,We went to our county fair last night.
hit:4882_conv:9764,nostalgic,We went to our county fair last night and it was very old fashioned.,Oh how fun!!! I bet you had a great time!!! I LOVE county fairs!
