conv_id,emotion,situation,utterance
hit:10145_conv:20291,anticipating,This weekend the family is going to go swimming at the lake_comma_ might rent a boat_comma_ looking forward to it.,I'm gonna take the family out to the lake this weekend_comma_ we might rent a boat. 
hit:10145_conv:20291,anticipating,This weekend the family is going to go swimming at the lake_comma_ might rent a boat_comma_ looking forward to it.,That sounds like a great way to spend the weekend.  What type of boat are you thinking about renting?
hit:435_conv:870,sentimental,My niece is getting old enough to read the books I read as a kid.,My niece just turned two and it's weird reading her the books I read as a kid.
hit:435_conv:870,sentimental,My niece is getting old enough to read the books I read as a kid.,I know the feeling. Seeing my friends kid read the books I used to read brings back great memories.
hit:3577_conv:7155,afraid,I hate wasps so much. They always seem to get into my apartment somehow and I turned into a little girl!,I hate wasps so much. They always seem to get into my apartment somehow and I turned into a little girl!
hit:3577_conv:7155,afraid,I hate wasps so much. They always seem to get into my apartment somehow and I turned into a little girl!,Oh wow_comma_ I bet that's scary. Maybe there's something you could look into to help prevent that happening_comma_ that does not sound fun!
hit:7484_conv:14969,sad, I went to Whataburger a few days ago and they messed up my order_comma_ they put onions on my burger and the taste of onions make me feel sick.,Man I went to Whataburger and they messed up my order
hit:7484_conv:14969,sad, I went to Whataburger a few days ago and they messed up my order_comma_ they put onions on my burger and the taste of onions make me feel sick.,Doesn't surprise me_comma_ they do that to me every single time I go. I'm picky though so my order is always complicated.
hit:4930_conv:9861,confident,I am going wakeboarding this weekend for the 5th time this summer!  I am really good at it and can do some flawless jumps!  I wonder if I should go pro!,I am going wakeboarding this weekend for the 5th time this summer! I am really good at it and can do some flawless jumps! I wonder if I should go pro!
hit:4930_conv:9861,confident,I am going wakeboarding this weekend for the 5th time this summer!  I am really good at it and can do some flawless jumps!  I wonder if I should go pro!,That sounds like a lot of fun! Have you been practicing for a long time? I'm too much of a klutz to be able to do that so I respect you for it.
hit:8312_conv:16624,joyful,I'm happy when I eat gourmet ice cream,I'm happy when I eat gourmet ice cream_comma_ but it's so expensive
hit:8312_conv:16624,joyful,I'm happy when I eat gourmet ice cream,Mmmm_comma_ I love gourmet ice cream.  If I didn't have self control I would be like 800 pounds from it.
hit:10968_conv:21937,annoyed,One my coworkers has been showing up late everyday for almost a month. It's making a lot more work for me.,One of my coworker's has been over 30 minutes late everyday for almost a month now. It's driving me crazy_comma_ and giving me so much more work to do.
hit:10968_conv:21937,annoyed,One my coworkers has been showing up late everyday for almost a month. It's making a lot more work for me.,Aw dang_comma_ that must really be pain for you. Have you talked with anyone else about this? I'm sure other people are having problems with this coworker also .
hit:6299_conv:12598,ashamed,I cheated on my math test today. Felt so bad.,I cheated on my math test today. Feels bad_comma_ man.
hit:6299_conv:12598,ashamed,I cheated on my math test today. Felt so bad.,I can understand that - I think all of us_comma_ at one point or another_comma_ did something we were ashamed of.  
hit:8895_conv:17791,proud,I am visiting my kid that is in college today. I will be going to the area very soon!,I am visiting my college kid soon!
hit:8895_conv:17791,proud,I am visiting my kid that is in college today. I will be going to the area very soon!,That's a special moment. To hopefully see your kids doing better than you and all that jazz. I'm in college but my parents live only a couple hours away_comma_ so I just visit them instead_comma_ since them coming to me wouldnt be anything too special. But congratulations to you and your kid
hit:9340_conv:18680,angry,I am so mad_comma_ my landlord is selling the house so I have to move.,I am so mad_comma_ my landlord is selling the house so I have to move.
hit:9340_conv:18680,angry,I am so mad_comma_ my landlord is selling the house so I have to move.,that is bad news. my mother is going through the same thing unfortunately. landlord became widowd and now is moving with her daughter in anothe state so will be selling the house
