conv_id,emotion,situation,utterance
hit:10197_conv:20395,devastated,Today I had a patient who found out she could not have babies. She has been trying for 6 months now.,Today I had to tell a patient about her lab results. Come to find out she could not have babies. She was very upset.
hit:10197_conv:20395,devastated,Today I had a patient who found out she could not have babies. She has been trying for 6 months now.,Oh_comma_ that must have been a hard thing to do. I'd hate to be the one to deliver such a bad news...
hit:6104_conv:12209,ashamed,I lost my temper with my daughter the other day and was a bit ill with her. I felt so bad that I had raised my voice and hurt her feelings.,My daughter caught me in a bad mood the other day and was being a bit argumentative. I lost my temper_comma_ yelled and really hurt her feelings. I felt bad that it happened.
hit:6104_conv:12209,ashamed,I lost my temper with my daughter the other day and was a bit ill with her. I felt so bad that I had raised my voice and hurt her feelings.,Oh that sucks.  Those are the types of situations where you can't help it_comma_ but you know you did wrong the second after it's over.
hit:7815_conv:15631,devastated,I had been fired from my job that I had for almost 4 years. I do not know what to do now and not much savings I have to live,I am totally lost. I had been from my job of 4 years. I have not much savings and don't know what to do now
hit:7815_conv:15631,devastated,I had been fired from my job that I had for almost 4 years. I do not know what to do now and not much savings I have to live,Ouch!  That is not good!  Think of the bright side though.  Better opportunities may present themselves to you!
hit:1181_conv:2363,confident,I am sue I will get a promotion at work.,I am sue I will get a promotion at work.
hit:1181_conv:2363,confident,I am sue I will get a promotion at work.,That is great to hear!  Part of being successful is being confident_comma_ and you sure sound confident!
hit:8290_conv:16580,angry,I'm pretty upset I got a flat on the way to work today.  I was late and I'm down 200 dollars.,I'm pretty upset I got a flat on the way to work today.
hit:8290_conv:16580,angry,I'm pretty upset I got a flat on the way to work today.  I was late and I'm down 200 dollars.,oh no! that is horrible and those things always seem to happen when on your way to work or somewhere important
hit:6602_conv:13204,confident,i lost a lot of weight i love walking around now shirtless,lost a lot of weight now i can walk around shirtless which i did yesterday
hit:6602_conv:13204,confident,i lost a lot of weight i love walking around now shirtless,Well hopefully you are a guy? I know how you feel_comma_ it feels great to lose weight!
hit:11999_conv:23998,trusting,when i let my neighbor borrow my gate card after we had just moved in. ,I had just moved into my new apartment complex and my neighbor asked to borrow my gate card so I let her. 
hit:11999_conv:23998,trusting,when i let my neighbor borrow my gate card after we had just moved in. ,That was nice of you. I hope she gave it back to you when you needed to use it yourself.
hit:2039_conv:4079,guilty,I stole a candy bar from a local gas station. I am not pleased with my actions.,Stealing is wrong. I would also be ashamed of my actions.
hit:2039_conv:4079,guilty,I stole a candy bar from a local gas station. I am not pleased with my actions.,Absolutely. Although the world isn't so black and white. Sometimes a person may have to steal to survive. Is it really wrong then?
hit:5869_conv:11738,confident,I stayed up all night studying and im sure i passed my ffinal,I stayed up all night studying and im sure i passed my final
hit:5869_conv:11738,confident,I stayed up all night studying and im sure i passed my ffinal,Congrats! It's great to pass your test. Though staying up all night to study may not be the best studying technique.
hit:1999_conv:3999,sentimental,I was going through some clutter in the attic this weekend and found a box of my old baseball stuff in it.  It brought back lots of good memories,I was looking through my attic this weekend for stuff to donate to the local shelter and I came across a box with all of my old baseball gear.  It really brought back memories
hit:1999_conv:3999,sentimental,I was going through some clutter in the attic this weekend and found a box of my old baseball stuff in it.  It brought back lots of good memories,I used to collect too when I was a kid_comma_ I still have some but they are probably worth nothing other than nostalgia.
