conv_id,emotion,situation,utterance
hit:1314_conv:2628,joyful,I am so happy it is almost August.,I am so happy it is almost August.
hit:1314_conv:2628,joyful,I am so happy it is almost August.,Me too but it is still one more month of heat coming but it also means September is on the way.
hit:8507_conv:17014,terrified,I was so scared by the movie the Grudge_comma_ even to this day it still scares me  today,I was so scared by the movie the Grudge_comma_ even to this day it still scares me today
hit:8507_conv:17014,terrified,I was so scared by the movie the Grudge_comma_ even to this day it still scares me  today,I have never even heard of that movie_comma_ but I'm sure it would scare me.  I have never watched a horror movie in my life_comma_ and I won't
hit:10949_conv:21899,furious,My husband's grandfather just passed away recently_comma_ and his three sons are acting very childish and selfish about everything concerning the will. They even had arguments about who was getting what_comma_ in front of him_comma_ while he was still alive. The whole thing makes me so angry.,My husband's grandfather recently passed away_comma_ and his three sons are acting very childish and selfish about everything concerning the will.
hit:10949_conv:21899,furious,My husband's grandfather just passed away recently_comma_ and his three sons are acting very childish and selfish about everything concerning the will. They even had arguments about who was getting what_comma_ in front of him_comma_ while he was still alive. The whole thing makes me so angry.,Oh no! that's no bueno. Usually the person that wants the least deserves the most. Thats sad
hit:4141_conv:8283,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,Last week_comma_ i thought i saw a ghost outside my window!!
hit:4141_conv:8283,terrified,I thought i saw a ghost outside my window_comma_ I had my heart in the mouth,no way!!! I hope you left the house!! I would_comma_ and probably would never come back
hit:5173_conv:10347,lonely,These days I've been feeling a little isolated_comma_ especially since I broke up with my ex.  But then I see how much money I'm saving and I feel a lot better.,I've been feeling isolated these days.  Still getting over a breakup and most of my friends are raging alcoholics.  But I look at how much money I'm saving by staying in and I feel a lot better!
hit:5173_conv:10347,lonely,These days I've been feeling a little isolated_comma_ especially since I broke up with my ex.  But then I see how much money I'm saving and I feel a lot better.,yes and staying away from addicts is always good as well! Pick a different hobby for sure that's healthy is good!
hit:497_conv:995,annoyed,I accidentally left the lights on in my car and killed the battery_comma_ was super awful.,I left the light on in my car the other day and it killed the battery
hit:497_conv:995,annoyed,I accidentally left the lights on in my car and killed the battery_comma_ was super awful.,That happens to me all the time because I drive a large van with a lot of extras.  It is such a pain!
hit:1036_conv:2073,afraid,scared that my daughter will grow up and be bad ,I know its probably too soon to tell but I am afraid my daughter is going to be a difficult teenager! 
hit:1036_conv:2073,afraid,scared that my daughter will grow up and be bad ,Hah... I have a teenage sister. I can agree. But they can have their good moments. I hope for the best for you.
hit:8274_conv:16549,furious,My cat sat on my bag right after she came out of her litter box,My cat sat on my bag right after she came out of her litter box_comma_ gross
hit:8274_conv:16549,furious,My cat sat on my bag right after she came out of her litter box,I'm sorry_comma_ but that made me laugh a little bit. I've never been able to get into the idea of cats as pets just because they're so independent and determined to do whatever the want. Doesn't seem like they can listen to any direction you try to give them.
hit:11968_conv:23936,disappointed,I wanted a friend to help me to move to my new apartment but he didn't help.,I wanted a friend to help me to move to my new apartment but he didn't help me as he said.
hit:11968_conv:23936,disappointed,I wanted a friend to help me to move to my new apartment but he didn't help.,Oh no! He doesn't seem like such a good friend then. I hate it when friends pull stuff like that!
hit:4109_conv:8219,lonely,I can't seem to make any friends.,Why is it so hard to make friends as an adult? No one seems to like me and it's discouraging.
hit:4109_conv:8219,lonely,I can't seem to make any friends.,It is hard! Maybe they aren't right then. So many people are just not trustworthy. What have you tried?
