conv_id,emotion,situation,utterance
hit:5336_conv:10672,furious,I just got notice that my mortgage payment has gone up this year and i'm so mad about it.,I just got notice that my mortgage payment has gone up this year and i'm so mad about it.
hit:5336_conv:10672,furious,I just got notice that my mortgage payment has gone up this year and i'm so mad about it.,Oh no! That has so happened to me before! It was only by a couple dollars a month but I SO needed those couple of dollars at the time. I would be MAAADDD
hit:940_conv:1881,anxious,I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?,I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?
hit:940_conv:1881,anxious,I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?,I hate to say it but_comma_ I think that ship has sailed.  She's either dead or not your girlfriend anymore. 
hit:7900_conv:15801,grateful,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!
hit:7900_conv:15801,grateful,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,How nice of them. My oldest is paying her own way. I wish I was in a situation that I could help her more.
hit:4318_conv:8636,surprised,Last week I entered a contest to win an ipad at work and today I got the news that I won!,Last week I entered a contest to win an ipad at work and today I got the news that I won!
hit:4318_conv:8636,surprised,Last week I entered a contest to win an ipad at work and today I got the news that I won!,Congratulations! That is awesome!  I don't really have much luck in winning things.  Have you won anything else before in your life?
hit:11195_conv:22391,trusting,I sort of put all my eggs in one basket. I relied on a woman I know to rent her home to my family_comma_ but she started to ignore my calls and will not return them.,So_comma_ just the other day I decided to believe a woman I know about her renting her home to my family. I really thought it would happen_comma_ but she will not call me back and it has been days.
hit:11195_conv:22391,trusting,I sort of put all my eggs in one basket. I relied on a woman I know to rent her home to my family_comma_ but she started to ignore my calls and will not return them.,Oh_comma_ wow. I hate it when people do things like that. They should just be honest and upfront to begin with instead of causing drama.
hit:2320_conv:4640,faithful,There's a new hotel that's been headhunting me to work for them_comma_ but I think I'll stay at the one I'm at now. They've been good to me.,There's a new hotel that's been headhunting me to work for them_comma_ but I think I'll stay at the one I'm at now. They've been good to me.
hit:2320_conv:4640,faithful,There's a new hotel that's been headhunting me to work for them_comma_ but I think I'll stay at the one I'm at now. They've been good to me.,I'd probably stay loyal too_comma_ after weighing the pros and cons_comma_ making a list for myself.
hit:5591_conv:11183,furious,My dog crapped on my rug yesterday. I was so irked.,My dog took a crap on my new rug yesterday.
hit:5591_conv:11183,furious,My dog crapped on my rug yesterday. I was so irked.,I know how you feel! I don't have carpet in my living room for that reason- Sometimes they have accidents. I hate poo accidents especially!
hit:482_conv:965,disappointed,I was upset when I found out I didn't get the job I applied for. I thought I had done so good on the interview!,I was mad I didn't get the job I had applied and interviewed for. I put so much work in crafting my resume to fit the description.
hit:482_conv:965,disappointed,I was upset when I found out I didn't get the job I applied for. I thought I had done so good on the interview!,That is very unfortunate that you put all that work in and were let down. I hope something good came out of it like another good job afterwards.
hit:1062_conv:2125,angry,I was late for the bus and missed it.,I hate taking the but_comma_ today I was late to my stop and got there just as it drove away....
hit:1062_conv:2125,angry,I was late for the bus and missed it.,Oh_comma_ the bus? Yeah I bet that was a little embarrassing. Sorry to hear that. I take my car for granted. Maybe you will get one someday.
hit:8340_conv:16680,confident,I setup a job interview for next week. I think i'm going to get the job.,I setup a job interview for next week. I think i'm going to get the job.
hit:8340_conv:16680,confident,I setup a job interview for next week. I think i'm going to get the job.,Congratulations! I hope you do_comma_ it's always nerve-racking when it comes to the interview and whether or not your get it.
