conv_id,emotion,situation,utterance
hit:8654_conv:17309,annoyed,I am really getting irritated with traffic nowadays and horn sounds are just terrible,I am really getting irritated with the traffic nowadays
hit:8654_conv:17309,annoyed,I am really getting irritated with traffic nowadays and horn sounds are just terrible,I know! It's terrible everywhere! And I'm the only one who knows how to drive because I created the automobile!
hit:3011_conv:6022,disgusted,I was super grossed out when I left some noodles in the sink last night and today there were maggots. Welcome to summer.,I was super grossed out when I left some noodles in the sink last night and today there were maggots. I about vomited. Fly summer :/ trying everything!
hit:3011_conv:6022,disgusted,I was super grossed out when I left some noodles in the sink last night and today there were maggots. Welcome to summer.,I had to buy a fruit fly trap this summer as well.  But as soon as I set it up they stopped flying around.
hit:8264_conv:16529,joyful,I was super happy when I got to bring my new puppy home.  We had been looking for the perfect breeder for a rotty for a long time and saving up money.,So we finally found the perfect Rotty breeder and we got to pick up our puppy this week!
hit:8264_conv:16529,joyful,I was super happy when I got to bring my new puppy home.  We had been looking for the perfect breeder for a rotty for a long time and saving up money.,Oh boy that is great news! I hope you didn't drop a pretty penny on it! Haha_comma_ and even if you did_comma_ dogs are worth it.
hit:5856_conv:11713,anticipating,I am looking forward to the next season on Game Of Thrones.  I can't wait to watch it.,I am looking forward to the next season of Game Of Thrones.
hit:5856_conv:11713,anticipating,I am looking forward to the next season on Game Of Thrones.  I can't wait to watch it.,I've never actually watched that show myself. But I've heard so many good things about it!
hit:3994_conv:7988,embarrassed,At a office party_comma_ I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad.,At a office party_comma_ I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad.
hit:3994_conv:7988,embarrassed,At a office party_comma_ I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad.,"Ah_comma_ that's rough. That was a very bold move on your part. But sometimes fortune favors the bold_comma_ as they say. I think you'll be happy later on not having to wonder ""what if."" Still though_comma_ she could have maybe been more discrete about things."
hit:8744_conv:17488,content,Moving my grandmother to an assisted living facility from her independent life has been such a transition for the whole family. Seniors can be stubborn and its been stressful to help her feel at home there and not hate it. Yesterday after visiting her however_comma_ she actually is looking more happy to be there finally. ,Moving my grandmother to an assisted living facility from her independent life has been such a transition for the whole family. Seniors can be stubborn and its been stressful to help her feel at home there and not hate it. Yesterday after visiting her however_comma_ she actually is looking more happy to be there finally.
hit:8744_conv:17488,content,Moving my grandmother to an assisted living facility from her independent life has been such a transition for the whole family. Seniors can be stubborn and its been stressful to help her feel at home there and not hate it. Yesterday after visiting her however_comma_ she actually is looking more happy to be there finally. ,Thats good to hear. Being independent  all your life and then being cared for all the time can be a hard transition
hit:1647_conv:3294,hopeful,I used to be pretty buff a couple years back. That gives me inspiration that I can get back to that shape again.,I used to be pretty buff a couple years back. That gives me inspiration that I can get back to that shape again.
hit:1647_conv:3294,hopeful,I used to be pretty buff a couple years back. That gives me inspiration that I can get back to that shape again.,I believe in you_comma_ man. I'm a bit rotund myself_comma_ but I started hitting the gym this past week.
hit:9385_conv:18770,prepared,I mistaken a guard once for a tour guide_comma_ and when he stooped me abruptly I was ready to fight him.,Have you ever mistaken a situation for something it is not and was ready for anything?
hit:9385_conv:18770,prepared,I mistaken a guard once for a tour guide_comma_ and when he stooped me abruptly I was ready to fight him.,i can say that i have mistaken something for what it isnt. but not sure about the ready for anything
hit:11810_conv:23620,content,I am at peace with myself after taking a nice hot shower,I am at peace with myself after taking a nice hot shower
hit:11810_conv:23620,content,I am at peace with myself after taking a nice hot shower,Oh man_comma_ thats the best feeling in the world. Getting out of a shower especially if its into clean freshly laundered sheets.
hit:3133_conv:6267,apprehensive,I'm not sure if my boyfriend is the right one for me.,Im not sure my boyfriend is the one
hit:3133_conv:6267,apprehensive,I'm not sure if my boyfriend is the right one for me.,Oh no! That is a hard thing to think about. You might want to take some time apart and find it out to be fair to him
