conv_id,emotion,situation,utterance
hit:6757_conv:13514,grateful,I had a tire low on air but_comma_ a co-worker of mine had an air compressor in his car he let me use.,I had a tire low on air but_comma_ a co-worker of mine had an air compressor in his car he let me use
hit:6757_conv:13514,grateful,I had a tire low on air but_comma_ a co-worker of mine had an air compressor in his car he let me use.,That is good that he had an air compressor. Low tires seem to be the story of my life. I seem to always have to be airing up a tire.
hit:8915_conv:17831,disappointed,i just spend 470$ to fix my car and it's broken again,I just spent so much money on my car and now a week later something else broke. 
hit:8915_conv:17831,disappointed,i just spend 470$ to fix my car and it's broken again,That's terrible.. There's nothing more frustrating and deflating in life than unexpected expenses. I hope you're able to cover all of it. I know if I had one right now_comma_ I might not be able to manage it.
hit:10689_conv:21378,afraid,I have an irrational fear of flying_comma_ yet I planned a trip which required me to travel 8 hours in a plane by myself,I have an irrational fear of flying which I faced when I traveled 8 hours on a plane by myself 
hit:10689_conv:21378,afraid,I have an irrational fear of flying_comma_ yet I planned a trip which required me to travel 8 hours in a plane by myself,Good for you! I'm glad you were able to face it by yourself. Where were you flying?
hit:4375_conv:8750,trusting,I left my apartment to my friend last weekend. I will be away in another country for 2 months. ,I am away in another country for 2 months and I left my apartment with my friend. 
hit:4375_conv:8750,trusting,I left my apartment to my friend last weekend. I will be away in another country for 2 months. ,Wow_comma_ that must be scary to have to trust someone else with all of your stuff. What took you out of the country?
hit:3227_conv:6454,afraid,My sister has been begging me to go to a new haunted museum with her. I am not really into that kind of stuff. It really freaks me out and will give me bad dreams.,My sister has been begging me to go to a new haunted museum with her.
hit:3227_conv:6454,afraid,My sister has been begging me to go to a new haunted museum with her. I am not really into that kind of stuff. It really freaks me out and will give me bad dreams.,"Ah! That's kind of a scary thought_comma_ but I bet that would also be kind of fun. I live in a city with a very extensive history that is utilized a lot in ""haunted"" trips and stuff like that_comma_ so I have seen them around and have wondered about going on one. Do you believe in ghosts?"
hit:5380_conv:10760,angry,People need to stop letting their dogs poop in my yard!,People need to stop letting their dogs poop in my yard! They aren't even respectful enough to clean it up!
hit:5380_conv:10760,angry,People need to stop letting their dogs poop in my yard!,that is ridiculous! that's annoying when people don't clean up after their dogs! I love going to the local park with my son and there is dog poop in the grassy areas
hit:12078_conv:24156,excited,With all the money I've been saving up_comma_ I should be able to purchase an Oculus Rift Virtual Reality system soon! I'm so stoked to try VR!,With all the money I've been saving up_comma_ I should be able to purchase an Oculus Rift Virtual Reality system soon!
hit:12078_conv:24156,excited,With all the money I've been saving up_comma_ I should be able to purchase an Oculus Rift Virtual Reality system soon! I'm so stoked to try VR!,Awesome_comma_ congrats! I'm not too familiar with the Oculus Rift_comma_ is there a particular game you're eager to play?
hit:9499_conv:18999,impressed,I can't believe I never knew how well my husband can drawl. ,I can't believe my husband hid a talent her had from me for 15 years. 
hit:9499_conv:18999,impressed,I can't believe I never knew how well my husband can drawl. ,That sounds interesting.. What was it? And how did you find out? And why did he hide it! If you don't mind me asking_comma_ of course...
hit:4195_conv:8390,anxious,I am nervous about my upcoming job interview_comma_ it has been awhile,I am nervous about my upcoming job interview_comma_ it has been awhile
hit:4195_conv:8390,anxious,I am nervous about my upcoming job interview_comma_ it has been awhile,I don't blame you. I am always nervous at interviews. Don't worry_comma_ I'm sure you will do great!
hit:74_conv:148,proud,My mom went back to school at 63 and recently got her bachelor's in computer science!,My mom went back to school at 63 and recently got her bachelor's in computer science!
hit:74_conv:148,proud,My mom went back to school at 63 and recently got her bachelor's in computer science!,Wow That's amazing. You must be very proud of her.  I think coding_comma_ etc_comma_ seems very hard.
