conv_id,emotion,situation,utterance
hit:9976_conv:19952,jealous,My best friend has won those Taco Bell Playstation 4 giveaways twice so far.  I wish I could have his luck sometimes.,My best friend has won those Taco Bell Playstation 4 giveaways twice so far.  I wish I could be that lucky sometimes.
hit:9976_conv:19952,jealous,My best friend has won those Taco Bell Playstation 4 giveaways twice so far.  I wish I could have his luck sometimes.,Dang_comma_ and here I thought I was lucky winning a free soft drink in that contest. Maybe we have to pool our efforts together and try to win us something big?
hit:6738_conv:13477,anticipating,School starts next week!  Hooray!  I can't wait to see my youngest start high school!,Summer is almost over_comma_ school is starting again soon.
hit:6738_conv:13477,anticipating,School starts next week!  Hooray!  I can't wait to see my youngest start high school!,I feel your pain totally.  I take an online class and I am a teacher at a new school this year
hit:9597_conv:19195,embarrassed,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.
hit:9597_conv:19195,embarrassed,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,Oh well that would have been embarrassing_comma_ but if you were trying to shed a few pounds I would say your doing a great job! 
hit:3639_conv:7278,proud,My daughter got into an Ivy league school after high school. I am so happy for her!,My daughter got into an Ivy league school after high school. I am so happy for her!
hit:3639_conv:7278,proud,My daughter got into an Ivy league school after high school. I am so happy for her!,You must be so happy and proud! Is she going to have to move far away to go?
hit:10566_conv:21133,trusting,I let someone borrow a $230 tool and had to trust them to bring it back.,Someone was broke done right down the street from my house. They noticed my husbands tools in our carport and asked to borrow a $230 tool. I let them and had to trust they would bring it back.
hit:10566_conv:21133,trusting,I let someone borrow a $230 tool and had to trust them to bring it back.,That's an incredible act of kindness for a stranger. Did they return the tool? Was the tool in normal shape when you got it back?
hit:3519_conv:7038,confident,I want to participate in a bodybuilding contest,i wan to participate in a bodybuilding contest! I'm sure i will win it!
hit:3519_conv:7038,confident,I want to participate in a bodybuilding contest,Well_comma_ if you are willing to try steroids_comma_ then you might have a chance of winning. Without it_comma_ it is impossible to even participate
hit:1139_conv:2279,impressed,Yesterday my brother did a back flip off the roof and landed in the pool.,Yesterday we had a pool party. My brother got drunk and did a back flip off the roof and landed in the pool.
hit:1139_conv:2279,impressed,Yesterday my brother did a back flip off the roof and landed in the pool.,wow_comma_ I never did understand why people want to get drunk in the first place. I sure hope he wasn't hurt.
hit:4272_conv:8545,content,I learned about Neurofeedback today. I feel somewhat happy about learning about it. Renewed.,I learned about Neurofeedback today.
hit:4272_conv:8545,content,I learned about Neurofeedback today. I feel somewhat happy about learning about it. Renewed.,Neurofeedback? I don't even know what that is! Could you fill me in a little bit? And why did you need to learn about it?
hit:6160_conv:12320,confident,Starting to work out again! Getting back in shape has raised my Self Esteem!,I've got back in to running this week_comma_ I missed it! It's a great stress reliever!
hit:6160_conv:12320,confident,Starting to work out again! Getting back in shape has raised my Self Esteem!,Wow_comma_ I don't know how you runners do it. I can't stand running. How many miles do you run per day on average?
hit:9364_conv:18728,proud,My brother is in the Navy.,My brother is in the Navy.
hit:9364_conv:18728,proud,My brother is in the Navy.,How long has he been in the Navy?  I have a bonus son (my son's best friend) who has been in the Navy for about a year now.
