conv_id,emotion,situation,utterance
hit:9060_conv:18121,sad,I just got back from a three month trip. I am really missing all the friends I made along the way.,I just got back from a three month trip. I am really missing all the friends I made along the way.
hit:9060_conv:18121,sad,I just got back from a three month trip. I am really missing all the friends I made along the way.,But it's good that you made friends though_comma_ right? Will you still be able to keep in touch with them?
hit:4014_conv:8029,angry,i was mad when i returned to my car and noticed someone put a dent in my door,i was mad when i returned to my car and noticed someone put a dent in my car
hit:4014_conv:8029,angry,i was mad when i returned to my car and noticed someone put a dent in my door,That would really anger me as well.  What did you do?  Did you find the person who did it?
hit:10987_conv:21975,sentimental,I had an awesome childhood. I think about it consistently.,My childhood was great. I have mainly positive memories of it.
hit:10987_conv:21975,sentimental,I had an awesome childhood. I think about it consistently.,You are very lucky my friend. There are so many children out there that cannot say the same_comma_ sadly. But so happy for you!
hit:6736_conv:13472,sentimental,My grandma passed away earlier this year. We used to always get together as a family and play cards on sundays. This sunday is the first time we're doing it again without her. It will feel weird_comma_ but nice to be with family again.,My grandma passed away earlier this year. We used to always get together as a family and play cards on sundays. This sunday is the first time we're doing it again without her. It will feel weird_comma_ but nice to be with family again
hit:6736_conv:13472,sentimental,My grandma passed away earlier this year. We used to always get together as a family and play cards on sundays. This sunday is the first time we're doing it again without her. It will feel weird_comma_ but nice to be with family again.,Aww_comma_ that's so sad. I'm sure she would have wanted ya'll to keep having fun times together.
hit:5625_conv:11250,jealous,Sometime I envy my coworkers because some of them have a better career than me.,Sometime I envy my coworkers because some of them have a better career than me.
hit:5625_conv:11250,jealous,Sometime I envy my coworkers because some of them have a better career than me.,Yeah_comma_ I sometimes do that as well. But_comma_ as long as the bills are getting paid_comma_ I guess you can't complain.
hit:1579_conv:3159,surprised,Got on the scale today. Lost 15 pounds,Got on the scale this morning. Thanks to work stress I lost 15 pounds.
hit:1579_conv:3159,surprised,Got on the scale today. Lost 15 pounds,Oh man! I wish work stress would make me lose weight lol. I gain! Are you looking for a new job?
hit:6166_conv:12333,sentimental,I felt bad when I saw a homeless man on the side of the road. I wanted to help,I felt bad when I saw a homeless man on the street. I wanted to help
hit:6166_conv:12333,sentimental,I felt bad when I saw a homeless man on the side of the road. I wanted to help,I understand_comma_ I feel the same way sometimes. It's hard because sometimes you can't help or know they have problems that made them homeless like drinking.
hit:9380_conv:18760,excited,I am so ready for my birthday party.,I am so ready for my birthday party.
hit:9380_conv:18760,excited,I am so ready for my birthday party.,Happy Birthday to You!  I love birthdays so much.  Just recently celebrated by youngest daughter's 14th birthday on August 9th and my granddaughter's 4th birthday on August 10th.  When is/was your birthday?
hit:9656_conv:19313,annoyed,I spent a 4 hour roadtrip with my wife playing on her phone the hole time.  It was aggravating to me because i needed someone to keep me occupied while driving,I went on a 4 hour roadtrip the other day and i hate when people play on their phone when I am driving
hit:9656_conv:19313,annoyed,I spent a 4 hour roadtrip with my wife playing on her phone the hole time.  It was aggravating to me because i needed someone to keep me occupied while driving,A road trip sounds fun_comma_ but I agree with you. I feel like I am a cab driver when people are on devices and not talking to me at all.
hit:3833_conv:7666,content,I think after I pay off the mortgage_comma_ I'll be pretty happy in life.,I think after I pay off the mortgage_comma_ I'll be pretty happy in life.
hit:3833_conv:7666,content,I think after I pay off the mortgage_comma_ I'll be pretty happy in life.,That would be awesome!  You would be in such a great situation in life with that payment gone!  What prompted you to want to do it?  
