conv_id,emotion,situation,utterance
hit:5366_conv:10733,caring,My girlfriend's close friend died recently. She could barely function for a week. I stayed with her the whole week and took care of her.,My girlfriend's friend died in a car crash a few months ago. She took it really hard. It was terrible seeing her go through that. I stayed with her that whole week.
hit:5366_conv:10733,caring,My girlfriend's close friend died recently. She could barely function for a week. I stayed with her the whole week and took care of her.,Your an outstanding mate and great friend_comma_ she must have had a hard time my child hood friend died in a car crash and i felt dead inside for a long time
hit:1005_conv:2010,apprehensive,I am nervous about going to law school soon,I will be starting Law School in January.
hit:1005_conv:2010,apprehensive,I am nervous about going to law school soon,That's seriously impressive. Sounds like a lot of work_comma_ though. Hope it all works out. Are you nervous?
hit:1683_conv:3366,furious,Someone stole my lawn mower last night.,The ONE time I had my security camera off_comma_ someone stole my lawn mower!
hit:1683_conv:3366,furious,Someone stole my lawn mower last night.,No joke? That's terrible. Why was the security camera off? And seriously_comma_ who steals a lawn mower? What bums.
hit:7469_conv:14938,excited,when i ever i work with the fastest co workers im happy,everytime before clocking in i look at the schedule _comma_ when i see a bunch of fast workers on the list im so happy _comma_ like we are getting out early today 
hit:7469_conv:14938,excited,when i ever i work with the fastest co workers im happy,That's good to have a bunch of people working with you that are fast and good at their job. I bet it makes everyone's job a lot easier.
hit:6703_conv:13406,nostalgic,Whenever it's my dad's birthday_comma_ I reminisce about my childhood and baking him a birthday cake and taking it to his job at the fire station.,When I was a kid_comma_ I would bake a cake for my dad's birthday and take it to his job at the fire station.
hit:6703_conv:13406,nostalgic,Whenever it's my dad's birthday_comma_ I reminisce about my childhood and baking him a birthday cake and taking it to his job at the fire station.,That's incredibly sweet. That's like the best birthday gift too_comma_ since it probably tasted really good_comma_ but then showed your time and effort all in one. I heard once to make them taste like a professional made it_comma_ you just add like extra eggs and sugar and butter or something
hit:1946_conv:3892,hopeful,I am convinced my family's finances will soon turn around.  Hard work and never giving up will be the key to it.  I believe it will happen.,Financially_comma_ things will turn around for my family soon!
hit:1946_conv:3892,hopeful,I am convinced my family's finances will soon turn around.  Hard work and never giving up will be the key to it.  I believe it will happen.,I hope and wish so. In this tough economic climate many are finding it difficult to cope with financial responsibilities
hit:8025_conv:16051,impressed,My boyfriend bought me an outfit by himself and I actually loved it. It fit me perfectly and everything!,My boyfriend bought me an outfit by himself and I actually loved it.
hit:8025_conv:16051,impressed,My boyfriend bought me an outfit by himself and I actually loved it. It fit me perfectly and everything!,Really_comma_ I can't believe you like it. Are you sure he bought it and not his mom lol?
hit:3692_conv:7384,confident,lost a lot of weight before a wedding I attended,I went to a wedding this weekend. I've recently lost a ton of weight so I bought a new dress for the occassion. 
hit:3692_conv:7384,confident,lost a lot of weight before a wedding I attended,Awesome! I bet you felt proud at what you accomplished. Did you have this goal in mind for a while?
hit:11214_conv:22429,apprehensive,I just moved across country and i feel a bit unsure if this was the right move for me.,I just made a huge move across the country _comma_ and I don't know if it was the right choice.
hit:11214_conv:22429,apprehensive,I just moved across country and i feel a bit unsure if this was the right move for me.,Oh thats scary. I've been there. Just give it some time to feel right. Home is where ever you want it to be.
hit:5910_conv:11821,furious,During an argument_comma_ my wife told that I am not the real father of my son. I am so angry.,During an argument_comma_ my wife told that I am not the real father of my son. I am so angry.
hit:5910_conv:11821,furious,During an argument_comma_ my wife told that I am not the real father of my son. I am so angry.,That is horrible! Do you think it is really true_comma_ or she was trying to just make you angry? 
