conv_id,emotion,situation,utterance
hit:4311_conv:8622,content,I am lucky to have a decent paying job,I am lucky to have a decent paying job
hit:4311_conv:8622,content,I am lucky to have a decent paying job,That is really good.  In this economic climate it is good to have something like that to count on.  What do you do?
hit:6755_conv:13511,afraid,Ok.. I was driving across S. Dakota last summer at night.  Its super dark and you can see all the stars.  Then my car broke down.,Ok.. I was driving across S. Dakota last summer at night. Its super dark and you can see all the stars. Then my car broke down.
hit:6755_conv:13511,afraid,Ok.. I was driving across S. Dakota last summer at night.  Its super dark and you can see all the stars.  Then my car broke down.,Oh my gosh_comma_ what a place to break down!  I was born in ND and I know the dark you are talking about.  Were you stuck for long?
hit:4591_conv:9182,trusting,How can I trust again when I have ben cheated on thrice?,How can I trust again when I have ben cheated on thrice
hit:4591_conv:9182,trusting,How can I trust again when I have ben cheated on thrice?,Sounds like you may be choosing the same kind of person each time. There are good ones. If you give up now you may lose the chance to find the person who is right for you.
hit:9155_conv:18311,ashamed,I feel so bad_comma_ I cheated on my test today and got caught.,I got caught cheating on my test. I feel so horrible.
hit:9155_conv:18311,ashamed,I feel so bad_comma_ I cheated on my test today and got caught.,Why did you feel you had to cheat? I am sure you could have passed if you had studied.
hit:32_conv:65,proud,Finally got some yard work done _comma_ Love the smell of fresh cut grass.,I like getting things done in the yard_comma_but I feel so dirty afterwards.
hit:32_conv:65,proud,Finally got some yard work done _comma_ Love the smell of fresh cut grass.,I only like yard work with the kids. They do most of the work and we have fun in the dirt.
hit:8336_conv:16672,embarrassed,I went around work all day today with a hole in my pants_comma_ right on my bottom. Nobody told me until I was leaving. I have no idea how many people noticed!,I went around work all day today with a hole in my pants_comma_ right on my bottom.
hit:8336_conv:16672,embarrassed,I went around work all day today with a hole in my pants_comma_ right on my bottom. Nobody told me until I was leaving. I have no idea how many people noticed!,Ahhhh! I've done that before_comma_ but I noticed it quick.  Did you not know til the end of the day?
hit:11881_conv:23762,disappointed,got the wrong order,i ordered the tshirt i always wanted from my favorite band. but they sent the wrong size
hit:11881_conv:23762,disappointed,got the wrong order,oh god that's annoying_comma_ the same thing happned to me for my iphone case_comma_ they got me the smaller one isntead of the normal big size one_comma_ so annoyed
hit:4994_conv:9988,confident,the new madden comes out friday_comma_ im excited to start playing online,i cant wait to start playing madden online friday_comma_ i tend to be very good
hit:4994_conv:9988,confident,the new madden comes out friday_comma_ im excited to start playing online,Oh the new one comes out on Friday? I used to play it back in college a bit with my roommates.
hit:1013_conv:2026,prepared,School is about to start and we have everything we need.,School is about to start. We are ready.
hit:1013_conv:2026,prepared,School is about to start and we have everything we need.,Ugh I remember those days! All the shopping_comma_ making sure to look good for the first day! good times
hit:11513_conv:23027,sentimental,I have just got the news about my grandmother. She is not gonna be improving and will be dying.,My grandmother is sick and in the hospital.
hit:11513_conv:23027,sentimental,I have just got the news about my grandmother. She is not gonna be improving and will be dying.,Oh I am so sorry to hear that. :( I hope that she will be alright. Is it serious?
