conv_id,emotion,situation,utterance
hit:11546_conv:23093,devastated,The college rescinded my admission offer,I just got an email today that my dream college just rescinded my admission offer.
hit:11546_conv:23093,devastated,The college rescinded my admission offer,What? Oh no! Can they do that?  I would fight it and see what happened.  You must feel sick.
hit:6636_conv:13273,joyful,Cant wait for halloween to get here,i love halloween cant wait
hit:6636_conv:13273,joyful,Cant wait for halloween to get here,I'm not too sure about it really_comma_ but the candy's good! What is it you like about it?
hit:6044_conv:12089,furious,I told my son not to drink near my computer and he did it anyway. He spilt drink on my gaming computer!,My son knew that he wasn't suppose to bring drinks near my computer_comma_ and he didn't listen! Now he spilled water all over my gaming computer and it won't turn on.
hit:6044_conv:12089,furious,I told my son not to drink near my computer and he did it anyway. He spilt drink on my gaming computer!,Oh no!  That would've made me so mad.  I let my kids use my computer too but always say_comma_ no drinks by it and wash your hands.  Kids always seem to forget that. 
hit:469_conv:938,sad,I am so sad.  My husband needs a lung transplant.,I am so sad lately.  My husband needs a lung transplant and he is only 40 years old.
hit:469_conv:938,sad,I am so sad.  My husband needs a lung transplant.,Oh wow. I'm so sorry to hear that. Was this an all the sudden thing or has he been in poor health?
hit:10925_conv:21850,grateful,I've been out of work recently and my father has been helping me pay my bills. I have no way to ever repay him.,I've been out of work_comma_ and my dads been helping me financially.
hit:10925_conv:21850,grateful,I've been out of work recently and my father has been helping me pay my bills. I have no way to ever repay him.,I am sorry that you are out of work.  Have you had any job interviews? It is good that your father is able to help you during this time.
hit:3715_conv:7430,nostalgic,I was looking through old photos and felt sentimental looking at my kids when they were little,I was feeling so sentimental while looking through old photos of my kids today. They grow up too fast!
hit:3715_conv:7430,nostalgic,I was looking through old photos and felt sentimental looking at my kids when they were little,Aw_comma_ my mom had some she showed to us a few years back. It's weird to consider how you and everyone else have grown!
hit:8701_conv:17403,faithful,I have just started taking care of my grandmother.,I have just started taking care of my grandmother.
hit:8701_conv:17403,faithful,I have just started taking care of my grandmother.,That's very admirable of you. It feels like no one takes care of family anymore.
hit:4489_conv:8979,content,i am pretty comfy right now in my bed.,i am pretty comfy right now in my bed. i feel very relaxed.
hit:4489_conv:8979,content,i am pretty comfy right now in my bed.,Bed is always a source of comfort for me. Especially_comma_ after work when I feel so drained and stressed out
hit:1284_conv:2568,lonely,I just moved to a new city for work. I do not know anyone that lives here.,I just moved to a new city for work. I do not know anyone that lives here.
hit:1284_conv:2568,lonely,I just moved to a new city for work. I do not know anyone that lives here.,You should put yourself out there and meet some new people.  Just start exploring the city and you are bound to meet others!
hit:11762_conv:23525,devastated,grandermother passing,my grandmother passed yestserday. she was the one who raised me
hit:11762_conv:23525,devastated,grandermother passing,oh im so sorry! it hurts when our parents leave us.  my uncle_comma_ who was basically my father_comma_ died in april.
