conv_id,emotion,situation,utterance
hit:4010_conv:8020,furious,Someone slammed into my car and totaled it while it was parked.  I am so mad because I didn't have insurance on it yet since I just bought it. The worst timing ever!,Someone slammed into my car and totaled it while it was parked. I am so mad because I didn't have insurance on it yet since I just bought it. The worst timing ever!
hit:4010_conv:8020,furious,Someone slammed into my car and totaled it while it was parked.  I am so mad because I didn't have insurance on it yet since I just bought it. The worst timing ever!,I'm really sorry to hear that... That's the worst scenario too_comma_ because you're parked and probably not even there_comma_ so you were completely powerless in the situation_comma_ and then you come back to your car to just have this bomb dropped on you. Maybe there's something that can be worked out_comma_ since you just purchased it.
hit:7030_conv:14060,ashamed,I slacked off at the end of college semester and flunked the class I'm so much better then that I feel so regretful about not giving my all. ,I know I have high potential so the fact I failed my college course had me down.
hit:7030_conv:14060,ashamed,I slacked off at the end of college semester and flunked the class I'm so much better then that I feel so regretful about not giving my all. ,Well that's not good. I'm sorry to hear that. Do you think maybe you were just too nervous during the test?
hit:9529_conv:19059,embarrassed,My favorite football team lost their preseason game I talked so much smack before the game for them to loose I feel so ashamed lol.,My favorite football team lost their preseason game and I talked so much smack to everyone saying they was going to win. 
hit:9529_conv:19059,embarrassed,My favorite football team lost their preseason game I talked so much smack before the game for them to loose I feel so ashamed lol.,that's why i don't watch sports lol we always make fun of our uncle because he talks a lot of smack and die hard Redskins fan
hit:10176_conv:20352,apprehensive,Working as a nurse_comma_ there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill_comma_ there are not any obvious signs_comma_ but my intuition is almost always correct.,Intuition can be a key tool to a seasoned nurse. 
hit:10176_conv:20352,apprehensive,Working as a nurse_comma_ there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill_comma_ there are not any obvious signs_comma_ but my intuition is almost always correct.,I suppose_comma_ but research and concrete knowledge is more beneficial as it is a very hands on and physical occupation_comma_ especially when the health of others are in their hands.
hit:11990_conv:23980,caring,When I stayed up all night taking care of my daughter because she was teething_comma_ and comforted her. , My daughter was up all night teething_comma_ and I made sure to give her extra cuddles to comfort her. 
hit:11990_conv:23980,caring,When I stayed up all night taking care of my daughter because she was teething_comma_ and comforted her. ,Oh that is a tough period. Poor baby! But with mammas love everything is alright. You are such a great mother!
hit:4869_conv:9739,ashamed,when i lost my temper with my dad ,I lost my temper with my father and said some rude things I shouldnt have said when I was younger. 
hit:4869_conv:9739,ashamed,when i lost my temper with my dad ,Don't beat yourself up about it. I did the same with my mother all the time when I was in my early teens. We've all been there.
hit:9432_conv:18864,trusting,I told my friend my deepest secret,I'm going through a lot right now. i usually don't like talking about it but i felt like i really need to talk it out. Yesterday my friend called me and i just started talking about everything. it felt good
hit:9432_conv:18864,trusting,I told my friend my deepest secret,Well_comma_ it is good you have a friend that is so close to you that you feel comfortable sharing with them. 
hit:1990_conv:3980,anticipating,I invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see how it pans out.,I recently invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see if it pays off!
hit:1990_conv:3980,anticipating,I invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see how it pans out.,That is very risky and volatile!  With no risk_comma_ there is no reward!  I am rooting for you!
hit:4750_conv:9501,jealous,My friend just recently moved to California--I have always wanted to live there,My friend just recently moved to California...It makes me sad because I have always wanted to live there.
hit:4750_conv:9501,jealous,My friend just recently moved to California--I have always wanted to live there,Oh thats good for your friend_comma_ but it sounds like you really would like to live there! I can imagine feeling jealous
hit:11256_conv:22512,content,My wife got us a super comfortable recliner_comma_ and its so comfy I almost never want to get out of it.,My wife bought us a super comfortable double recliner_comma_ and every since we got it_comma_ I never want to get out of it.
hit:11256_conv:22512,content,My wife got us a super comfortable recliner_comma_ and its so comfy I almost never want to get out of it.,Oh nice! I need one of those! My couch is so uncomfortable. It would be hard to get out of a new recliner for me as well.
