conv_id,emotion,situation,utterance
hit:4379_conv:8758,content,I just had a pretty good meal at the Olive Garden.  I would say I am satisfied.,I just had a pretty good meal at the Olive Garden.
hit:4379_conv:8758,content,I just had a pretty good meal at the Olive Garden.  I would say I am satisfied.,Right on_comma_ that sounds cool. Did you go with family_comma_ or a date? Or maybe just hung out there alone? That's okay_comma_ too. I love Italian food_comma_ had always wanted to go to Olive Garden_comma_ but my dad hates Italian. So when we were growing up_comma_ we just never went. Now that I'm on my own_comma_ I've been... twice. Both times_comma_ they were just okay.
hit:4341_conv:8683,impressed,When I went to see Niagara Falls for first time_comma_ I couldn't believe how big it was.  Mind blowing to see in person,Ever been to Niagara Falls? I just went and it blew my mind on the size of it!
hit:4341_conv:8683,impressed,When I went to see Niagara Falls for first time_comma_ I couldn't believe how big it was.  Mind blowing to see in person,I haven't been.  I would really love to go_comma_ and it's good to hear such a good review from someone.
hit:2060_conv:4120,proud,I was so glad when I graduated college.,I was so glad when I graduated college
hit:2060_conv:4120,proud,I was so glad when I graduated college.,That's such a great accomplishment and such a relief at the same time. What was your major?
hit:1977_conv:3954,nostalgic,Every time I see a small_comma_ skinny dog I remember my Aunt's dog Roxxie_comma_ a beautiful Italian Greyhound who died from a tumor and it makes me sad.,When I see petite_comma_ skinny dogs I remember Roxxie_comma_ my auntie's beautiful Italian Greyhound who died from a tumor who was really smart and could do a bunch of tricks.
hit:1977_conv:3954,nostalgic,Every time I see a small_comma_ skinny dog I remember my Aunt's dog Roxxie_comma_ a beautiful Italian Greyhound who died from a tumor and it makes me sad.,We will always have fond memories that come to our minds. I am sorry to hear that but also happy you can have the memoru. 
hit:4268_conv:8537,proud,My dog learned all of his tricks!,My dog learned all of his tricks!
hit:4268_conv:8537,proud,My dog learned all of his tricks!,Oh great. That is so fun . My baby died a few years ago. But he was over 14 _comma_ so. 
hit:6392_conv:12784,guilty,I cheated to win the card game. I feel horrible.,I cheated to win the card game. I feel horrible.
hit:6392_conv:12784,guilty,I cheated to win the card game. I feel horrible.,What kind of card game was it? I am not even good enough to cheat most of the time.
hit:10759_conv:21519,sad,My landlords do not approve of dogs in my house so I had to leave my dog with my parents.,My landlords do not approve of dogs in my house so I had to leave my dog with my parents.
hit:10759_conv:21519,sad,My landlords do not approve of dogs in my house so I had to leave my dog with my parents.,That's too bad. I can't have dogs in my apartment either. Why won't they let you have one?
hit:3565_conv:7130,proud,I tried out a new recipe the other day.  It looked really hard_comma_ but it came out great!,I was in the mood to try some baking the other day_comma_ and I tried something really challenging.  It actually turned out pretty well.
hit:3565_conv:7130,proud,I tried out a new recipe the other day.  It looked really hard_comma_ but it came out great!,That's good_comma_ new experiences can lead to new likes and dislikes. The important thing is that you keep an open mind. 
hit:8020_conv:16040,lonely,Went to the bowling alley all by myself yesterday. My friends ditched me.,I went to the blowing all by myself yesterday.
hit:8020_conv:16040,lonely,Went to the bowling alley all by myself yesterday. My friends ditched me.,I'm not quite sure I understand_comma_ did you go bowling by yourself? If so that's so sad and lonesome.
hit:2142_conv:4284,annoyed,We recently had a 14 hour road trip with our 4 boys for our vacation. Kids can really get on your nerves when you're in the car for that long!,So_comma_ just a few weeks back we had our summer vacation_comma_ which consisted of 14 hours of driving with 4 boys aged 9-15. Needless to say_comma_ I'm glad that drive is over. 
hit:2142_conv:4284,annoyed,We recently had a 14 hour road trip with our 4 boys for our vacation. Kids can really get on your nerves when you're in the car for that long!,Oh man_comma_ that sounds awful. I thought the 7 hour drives we did with 3 of us were awful.
