conv_id,emotion,situation,utterance
hit:4413_conv:8827,furious,i was so angry when i found out my girlfriend kissed a friend of mine. i felt like punching the wall,i was so angry when i found out my girlfriend kissed a friend of mine
hit:4413_conv:8827,furious,i was so angry when i found out my girlfriend kissed a friend of mine. i felt like punching the wall,Oh_comma_ that's awful. What did you do? I would've dumped her and beat that dude's face in.
hit:3688_conv:7376,annoyed,They are doing construction next door and they woke me up early on my day off_comma_ so annoying,Today was my one day to sleep in_comma_ and I got woken up early by the construction workers making noise early this morning
hit:3688_conv:7376,annoyed,They are doing construction next door and they woke me up early on my day off_comma_ so annoying,Gee_comma_ that's no fun. I hope it wasn't too early? There are usually laws about making noise early in the morning.
hit:8316_conv:16633,nostalgic,Listening to old music on youtube. The early 2000s had the best music.,It's nice listening to old music.
hit:8316_conv:16633,nostalgic,Listening to old music on youtube. The early 2000s had the best music.,Yea_comma_ I enjoy stuff from my childhood. What kind of music are you listening to_comma_ country_comma_ rock_comma_ something else?
hit:6084_conv:12168,anxious,I was pretty nervous today going to the gym. There were a lot of people there,I was nervous going to the gym today. There were a lot of people there
hit:6084_conv:12168,anxious,I was pretty nervous today going to the gym. There were a lot of people there,Try not to be.  Focus on yourself and your goals.  Use their judgmental looks to push you workout to the max!
hit:2153_conv:4307,disappointed,I was disappointed when my bf fell off the wagon and started acting up again. He went back to his old life for a moment.,Well my partner fell off the wagon lately and went back to people that are really bad for him. He has bipolar etc so his influences are really crutial.
hit:2153_conv:4307,disappointed,I was disappointed when my bf fell off the wagon and started acting up again. He went back to his old life for a moment.,"That sounds awful. Mine used to have a bad group of friends too at one point so I know how it feels. Sometimes you just want to yell ""grow up!!!"""
hit:10729_conv:21459,apprehensive,So_comma_ my mom was missing for a lot of years_comma_ but I searched and found her. It will be interesting to see if she still loves me when we meet in person again.,I will be meeting my mom again after she went missing for 30 years. Meeting her soon_comma_ and I'm not sure if she still loves me or not.
hit:10729_conv:21459,apprehensive,So_comma_ my mom was missing for a lot of years_comma_ but I searched and found her. It will be interesting to see if she still loves me when we meet in person again.,That is amazing! A parent will always love their children regardless of past decisions. How did you find her?
hit:10554_conv:21109,jealous,I'm unemployed and struggling right now. I feel really bad when people talk to me about their new houses and clothes and stuff_comma_ even though they're not trying to be mean,I'm unemployed and struggling right now. I feel really bad when people talk to me about their new stuff_comma_ even though they're not trying to be mean
hit:10554_conv:21109,jealous,I'm unemployed and struggling right now. I feel really bad when people talk to me about their new houses and clothes and stuff_comma_ even though they're not trying to be mean,I can understand the feeling_comma_ I went through a couple of spells like that in the past. I'm sure they mean well but you're at a point where you're hurting to get back out there.
hit:258_conv:516,surprised,I was so surprized on the night of my graduation my parents bought me a new car!,I think the best day of my life was when i got a car for graduation. The day started with my mom giving me hints and such. I was wondering but thought it wasnt possible so I just refocused.
hit:258_conv:516,surprised,I was so surprized on the night of my graduation my parents bought me a new car!,That's so sweet and fortunate that she was able to do that for you. I wish I could do that.
hit:7401_conv:14803,surprised,it was suprising to see lebron leave the cavs a second time,it was suprising to see lebron leave the cavs a second time
hit:7401_conv:14803,surprised,it was suprising to see lebron leave the cavs a second time,I actually don't know too much about basketball_comma_ so I really don't have a strong opinion on that. Is that a bad thing?
hit:7782_conv:15564,sentimental,My best friends mother got diagnosed with cancer last month. I feel bad about it. ,My friends mother got diagnosed with cancer last month and its been hard on her. 
hit:7782_conv:15564,sentimental,My best friends mother got diagnosed with cancer last month. I feel bad about it. ,So sorry to hear that. It is truly horrifying and i wish and hope for nobody to be hit with this calamity
