conv_id,emotion,situation,utterance
hit:9830_conv:19661,disappointed,I was up for promotion this year. I lost out to another coworker. I really though I had it.,I was up for promotion this year. I lost out to another coworker. I really thought I had it.
hit:9830_conv:19661,disappointed,I was up for promotion this year. I lost out to another coworker. I really though I had it.,Oh no_comma_ I'm sorry man. Hopefully next time. Were you at least able to reach out and see what you could improve upon? 
hit:2180_conv:4360,angry,My neighbors cat keeps pissing in my grill,my neighbor has an ugly cat that keeps pissing in my bbq grill
hit:2180_conv:4360,angry,My neighbors cat keeps pissing in my grill,Aw poor kitty! Well that is their fault for sure. Have you spoke to them about it? Also you can get these spray things that keep cast out of your yard- They spray them with water when they cross a barrier-
hit:8996_conv:17993,disappointed,So we're moving soon_comma_ but our chicken coop isn't gonna make it into the trailer. : (,We're gonna be moving soon_comma_ and it doesn't look like we are going to be able to take our chickens.
hit:8996_conv:17993,disappointed,So we're moving soon_comma_ but our chicken coop isn't gonna make it into the trailer. : (,Do you live on a farm? It will probably be nice to move to a city and get away from those chickens.
hit:1417_conv:2834,faithful,I felt faithful when my cats were sick and needed palliative care.,I was by all of my cats sides when a few passed away this past year giving palliative care when they were so sick. I didn't give up on them until they were ready to go
hit:1417_conv:2834,faithful,I felt faithful when my cats were sick and needed palliative care.,you did the right thing... do you foster them or are they yours since kittens? 
hit:9665_conv:19330,content,Going to see my long distance girlfriend this weekend_comma_ and we're going to have a movie marathon. I only get to see her every so often because of the distance. I'm excited,Going to see my long distance girlfriend this weekend_comma_ and we're going to have a movie marathon. I only get to see her every so often because of the distance. I'm excited
hit:9665_conv:19330,content,Going to see my long distance girlfriend this weekend_comma_ and we're going to have a movie marathon. I only get to see her every so often because of the distance. I'm excited,oh welcome to the long distance club! i am exactly in the same situation as you_comma_ we are going on a cable car_comma_ we are going to meet in 2 weeks and i also can't wait_comma_ i feel you_comma_ LET'S HAVE  A BLAST
hit:8573_conv:17146,surprised,I cant believe its my last year of college. I am so ready,Seinor year. I am graduating a 35 year old single mom
hit:8573_conv:17146,surprised,I cant believe its my last year of college. I am so ready,Congratulations on that. You truly did it. Age is just a number. I hope you have your whole life ahead of you yet
hit:2408_conv:4816,grateful,We really are lucky to live in the United States.,Do you ever wake up and realize how lucky we are? I travel a lot and I just got back from Haiti. I'm convinced it's better to be poor in America then rich in Haiti.
hit:2408_conv:4816,grateful,We really are lucky to live in the United States.,"That's a profound thought. We definitely take America for granted_comma_ especially when some people say it's in its ""worst state in a long time."" We're prisoners of the moment."
hit:7931_conv:15862,prepared,I have been training for this track meet next week to qualify for the 2020 olympic trials. 15 years of hard work and determination_comma_ waking up every morning with one goal.,Have you ever worked so hard_comma_ years for one moment that define the rest of your life?
hit:7931_conv:15862,prepared,I have been training for this track meet next week to qualify for the 2020 olympic trials. 15 years of hard work and determination_comma_ waking up every morning with one goal.,I sort of have. I worked like crazy to get a work visa for the US_comma_ so I could be with the person I wanted to spend my life with. It paid off_comma_ so I can kind of understand what you're saying.
hit:3107_conv:6215,impressed,I can finally say my son is sel sufficient,I can finally say my son is sel sufficient
hit:3107_conv:6215,impressed,I can finally say my son is sel sufficient,It is a great feeling when we can say that. My 37th child just became self-sufficient last year as well!
hit:5251_conv:10502,disgusted,undercooked food,i had to send my food back at the restaurant today.
hit:5251_conv:10502,disgusted,undercooked food,I've never had the guts to do that_comma_ even though I've wanted to on multiple occasions. What happened_comma_ if you don't mind me asking?
