conv_id,emotion,situation,utterance
hit:9832_conv:19665,disappointed,I remember the first time when I realized that people can lie. ,Do you remember your first time realizing hat people can actually lie?
hit:9832_conv:19665,disappointed,I remember the first time when I realized that people can lie. ,I can't think of a certain moment that the idea clicked. It seems like I've always known they can.
hit:5855_conv:11711,anticipating,My mom is getting remarried this weekend.,My mom is getting remarried this weekend. I'm so excited_comma_ it's going to be a wonderful day.
hit:5855_conv:11711,anticipating,My mom is getting remarried this weekend.,That's a unique experience to go through. Does she have a nice location picked out for it?
hit:6787_conv:13575,apprehensive,I am going to ask my boss for a raise and the end of this week.  I feel I really deserve it but I am really nervous to bring up the subject to him.,I am going to ask my for a raise at the end of the week.  I feel I deserve it but am really nervous to bring up the subject to him.
hit:6787_conv:13575,apprehensive,I am going to ask my boss for a raise and the end of this week.  I feel I really deserve it but I am really nervous to bring up the subject to him.,You have done such a great job! You should be proud of yourself and not be afraid to do so. 
hit:5889_conv:11778,impressed,My 6 year old son is making very good progress in learning how to swim.,My 6 year old son is making very good progress in learning how to swim.
hit:5889_conv:11778,impressed,My 6 year old son is making very good progress in learning how to swim.,Good for him! That's a very valuable skill to have_comma_ good on you for teaching him so early.
hit:6935_conv:13871,guilty,I was supposed to go on a trip with my friend_comma_ but I got sick.,I was supposed to go on a trip with my friend_comma_ but I got sick.
hit:6935_conv:13871,guilty,I was supposed to go on a trip with my friend_comma_ but I got sick.,Oh no! That's no fun. So you're cancelling it completely or will you wait until you feel better?
hit:10542_conv:21084,trusting,I bought a 20 foot boat. I believe it will be able to handle the large lake that I will be taking it on. ,I bought a 20 foot boat. I believe it will be able to handle the large lake that I will be taking it on.
hit:10542_conv:21084,trusting,I bought a 20 foot boat. I believe it will be able to handle the large lake that I will be taking it on. ,Wow! A 20 foot boat_comma_ that must be amazing to take out on the lake! How much did it cost you?
hit:5037_conv:10074,guilty,My wife and I are on a diet together for the last month. We have been doing great but today on my way home from work I stopped for Ice cream and did not tell her.,My wife and I are on a diet together for the last month. We have been doing great but today on my way home from work I stopped for Ice cream and did not tell her.
hit:5037_conv:10074,guilty,My wife and I are on a diet together for the last month. We have been doing great but today on my way home from work I stopped for Ice cream and did not tell her.,Hey everyone trips up a little. What you need to remember is that you and your wife made a commitment and you should follow through on that. 
hit:11149_conv:22298,confident,I'm going to propose to my girlfriend soon. We have been together 4 years and I want to spend my life with her_comma_ I think she will say yes!,I want to propose to my girlfriend soon. We have been together for a long time and I know she wants the same as me.
hit:11149_conv:22298,confident,I'm going to propose to my girlfriend soon. We have been together 4 years and I want to spend my life with her_comma_ I think she will say yes!,That's great news! I'm so happy for you. I've been with my wife for 15 years.
hit:11842_conv:23685,apprehensive,tomorrow is my first university day and i'm very nervous,tomorrow is my first university day and i'm very nervous
hit:11842_conv:23685,apprehensive,tomorrow is my first university day and i'm very nervous,its not so bad_comma_ it can be intimidating but you just need to figure out the campus layout and classes but its very smooth from there
hit:4867_conv:9734,caring,My mother is so sweet and giving. She is always there for her family_comma_ dedicated to us. She loves us more than anything!,My mom is so great! She is always there for me and her grandchildren. I can't think of anyone that loves us as much as she does!
hit:4867_conv:9734,caring,My mother is so sweet and giving. She is always there for her family_comma_ dedicated to us. She loves us more than anything!,That is wonderful! Moms are truly a gift! I miss my Mom at times. We are workcamping in the mountains of NM and my Mom lives in TX.
