conv_id,emotion,situation,utterance
hit:3564_conv:7128,jealous,My sister recently paid off her house. I felt so envious of her as I've been trying to pay mine down.,My sister recently paid off her house. I felt so envious of her as I've been trying to pay mine down.
hit:3564_conv:7128,jealous,My sister recently paid off her house. I felt so envious of her as I've been trying to pay mine down.,"That will be *such* a wonderful feeling when you do. I know it's hard when you see someone reach the ""finish line"" first -- are you able to turn that envy into inspiration?"
hit:11555_conv:23111,terrified,My grandfather gave me a lamp as a gift_comma_ and he attached a cut out of a spider to the inside of the shade.  It looked like a gigantic spider!  I screamed bloody murder.,When we moved_comma_ my grandfather gave me a lamp as a gift.  He attached a cut out of a spider to the inside of the shade.
hit:11555_conv:23111,terrified,My grandfather gave me a lamp as a gift_comma_ and he attached a cut out of a spider to the inside of the shade.  It looked like a gigantic spider!  I screamed bloody murder.,Haha! That definitely must have scared many people that did not know what it was. That must be hilarious to watch!
hit:6961_conv:13922,surprised,i was caught off guard when i was told i could go home early,i was caught off guard when i was toold i could go home early
hit:6961_conv:13922,surprised,i was caught off guard when i was told i could go home early,Sometimes that is good and sometimes it is bad. Depends on how bad you need the money. I hope it was a good thing for you.
hit:8389_conv:16779,furious,i was mad when i saw someone hit my car,i was mad when someone hit my car. i think you backed up into mine.
hit:8389_conv:16779,furious,i was mad when i saw someone hit my car,It might have been the same person! We should stake out in the bushes out there and see who it was!
hit:4632_conv:9264,content,I felt like this weekend was fine. I got to relax,I felt like this weekend was fine to me. I got to relax
hit:4632_conv:9264,content,I felt like this weekend was fine. I got to relax,That's a good thing. A lot of people usually have to work on their weekends off instead of relaxing.
hit:3861_conv:7722,ashamed,The other day I was riding my bike and totally wiped out when I was turning the corner. Admittedly_comma_ I had a couple beers before I decided to go for a ride. I felt like an absolute dork.,I fell off my bike the other day in front of a bunch of people. It was kind of humiliating.
hit:3861_conv:7722,ashamed,The other day I was riding my bike and totally wiped out when I was turning the corner. Admittedly_comma_ I had a couple beers before I decided to go for a ride. I felt like an absolute dork.,Oh no! I'm so sorry!  I would feel the same way but you just have to think...who cares what others think!  If they can't have compassion for an accident then something is wrong with them.  Did you get hurt?
hit:9049_conv:18099,embarrassed,i was at the park with my son_comma_ when he pulled down his pants and started peeing on the grass,I was at the park today_comma_ and my son pulled down his pants_comma_ and started peeing on the grass.
hit:9049_conv:18099,embarrassed,i was at the park with my son_comma_ when he pulled down his pants and started peeing on the grass,Hahaha_comma_ I dont mean to laugh but I'm assuming he is young and kids are pretty funny.  Did anyone else see it happen?
hit:8182_conv:16365,jealous,My coworkers and I were each tasked with individual projects and whoever performed the best would get a promotion. My coworker killed it and got the promotion. I really wish I was as good as her.,My boss tasked my coworkers and I each with an individual project and whoever did the best would get a promotion. My coworker blew us all out of the water with her project. I only wish I had her skill...
hit:8182_conv:16365,jealous,My coworkers and I were each tasked with individual projects and whoever performed the best would get a promotion. My coworker killed it and got the promotion. I really wish I was as good as her.,Wow. I'd just use that as motivated to get better. I'm sure you can get to her level or exceed it with some deligence.
hit:12283_conv:24567,content,My brother and his friends invited me to a party tonight. They celebrated my birthday and I felt very loved and happy.,My brother and his friends invited me to a party tonight.
hit:12283_conv:24567,content,My brother and his friends invited me to a party tonight. They celebrated my birthday and I felt very loved and happy.,Sounds like that could be fun if you like your brother and if you like parties. Do you want to go?
hit:132_conv:265,grateful,My transmission went out in my car. My dad loaned me $500 to get it fixed. ,My transmission went out in my car at the worst possible time. No way could I afford to get it replaced or rebuilt. My dad was able to loan me $500 to get the new transmission_comma_ and my step dad was able to put it in.
hit:132_conv:265,grateful,My transmission went out in my car. My dad loaned me $500 to get it fixed. ,So is it working now? I need atransmission for an old volvo. I'm saving for a new car instead.
