conv_id,emotion,situation,utterance
hit:10877_conv:21755,devastated,I found out recently that my school processed my financial aid paperwork improperly. So I won't be able to attend school this semster.,I found out recently that my school processed my financial aid paperwork improperly. So I won't be able to attend school this semester.
hit:10877_conv:21755,devastated,I found out recently that my school processed my financial aid paperwork improperly. So I won't be able to attend school this semster.,Oh no. That happened to my sister last year. We were able to work out a plan_comma_ but she had to get a loan temporarily.
hit:12356_conv:24712,nostalgic,I was at the store and saw some old games and started to think about when i was a kid,i was at walmart and saw all the old board games from my childhood
hit:12356_conv:24712,nostalgic,I was at the store and saw some old games and started to think about when i was a kid,That's always fun_comma_ to see those random memories crop up when you least expect. What kind of board games were they?
hit:11920_conv:23841,faithful,loving my wife,i have never had another female companion other than my wife. today we celebrate 40 year anniversary
hit:11920_conv:23841,faithful,loving my wife,awww_comma_ that's so sweet i aspire to be like you with my fiance_comma_ i will sooon get married! what re you guys planning to do? and what's your guys secret for holding a relationship for so long?
hit:10777_conv:21554,angry,i'm mad at my mother because she didn't call me,i recently discovered that my father is sick _comma_ i tried to contact my mother to see what happened but she didn't answer. i'm so mad at her because she didn't even try to call me again.
hit:10777_conv:21554,angry,i'm mad at my mother because she didn't call me,Could she just be too distraught to pick up a phone? I agree that she owes that much to you but_comma_ maybe shes too broken atm
hit:248_conv:496,sad,I feel sad when I see people squandering their potential or underestimating themselves.,One of the saddest things to me is when people underestimate what they can do and/or are capable of.
hit:248_conv:496,sad,I feel sad when I see people squandering their potential or underestimating themselves.,I know_comma_ that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.
hit:3605_conv:7210,disappointed,Once I planned an entire trip_comma_ went to book the flight and it was sold out.  All of the other flights were double the price of what I was going to book so I was unable to go.,I was trying to book a holiday to Europe_comma_ but the flight prices have doubled.
hit:3605_conv:7210,disappointed,Once I planned an entire trip_comma_ went to book the flight and it was sold out.  All of the other flights were double the price of what I was going to book so I was unable to go.,That is such a bummer. Summer is an expensive time to travel. I went to Ireland in July but I bought the tickets in March so they were pretty cheap. 
hit:6792_conv:13585,trusting,When I talked to my schools therapist about how I'd been a bad kid.,My therapist was so kind to me_comma_ I had to tell her a lot.
hit:6792_conv:13585,trusting,When I talked to my schools therapist about how I'd been a bad kid.,That's good you have someone that you can talk to about your problems and feelings. I'm sure it helps!
hit:10506_conv:21013,jealous,I just found out my parents are paying my sister's mortgage. They are pretty hefty payments and they can't really help me out whenever I'm in need. I've learned to be self sufficient.,I hate to bring this up because of how it makes me look. I just found out my parents have been paying my sister's mortgage. Great for her but I get nothing in my times of need.
hit:10506_conv:21013,jealous,I just found out my parents are paying my sister's mortgage. They are pretty hefty payments and they can't really help me out whenever I'm in need. I've learned to be self sufficient.,I get where you're coming from_comma_ my mom supports both of my sisters. It can make you feel less important. hopefully you are getting along though?
hit:5454_conv:10908,surprised,I was visiting home in Illinois with my family_comma_ when all of a sudden there was a knock at the door. It was my best friend who lived 3 hours away from my parents! I was shocked and so happy!,I loved getting to see my best friend unexpectedly_comma_ I never get enough time with her. I cherished every minute!
hit:5454_conv:10908,surprised,I was visiting home in Illinois with my family_comma_ when all of a sudden there was a knock at the door. It was my best friend who lived 3 hours away from my parents! I was shocked and so happy!,Its always a great time when that happens.  My best friend and I moved away so I hadly ever see them now
hit:8151_conv:16303,proud,My oldest son got the A honor roll last year and I was super proud.,I was so proud of my oldest son. He finished 6th grade on the A honor roll.
hit:8151_conv:16303,proud,My oldest son got the A honor roll last year and I was super proud.,Congratulations! That's getting to the point where you look at their homework and realize you forgot how difficult it was_comma_ ha.
